inspection_id,road_id,inspection_date,inspector_agency,condition_score,surface_damage_pct,waterlogging_flag,drainage_status,remarks
INSP-0110-5,MA-RD-SEG-0110,2025-08-19,Municipality,53.4,28,FALSE,blocked,
INSP-0111-1,MA-RD-SEG-0111,2023-08-30,Municipality,71,38.9,FALSE,good,
INSP-0111-2,MA-RD-SEG-0111,2024-02-26,NHAI,66.8,14,FALSE,blocked,
INSP-0111-3,MA-RD-SEG-0111,2024-08-24,State PWD,58.1,11.3,TRUE,partial,
INSP-0111-4,MA-RD-SEG-0111,2025-02-20,Municipality,64.3,13.1,FALSE,none,
INSP-0111-5,MA-RD-SEG-0111,2025-08-19,NHAI,53,2.9,FALSE,none,
INSP-0112-1,MA-RD-SEG-0112,2023-08-30,State PWD,82,18.2,TRUE,partial,
INSP-0112-2,MA-RD-SEG-0112,2024-02-26,NHAI,78.5,14.8,TRUE,blocked,
INSP-0112-3,MA-RD-SEG-0112,2024-08-24,Municipality,66.6,11.4,TRUE,good,
INSP-0112-4,MA-RD-SEG-0112,2025-02-20,State PWD,64.5,6.7,TRUE,blocked,
INSP-0112-5,MA-RD-SEG-0112,2025-08-19,Municipality,59.1,7.2,FALSE,none,
INSP-0113-1,MA-RD-SEG-0113,2023-08-30,Municipality,86,13.3,FALSE,blocked,
INSP-0113-2,MA-RD-SEG-0113,2024-02-26,ThirdParty,82.3,35.3,FALSE,good,
INSP-0113-3,MA-RD-SEG-0113,2024-08-24,NHAI,79.9,29.6,FALSE,blocked,
INSP-0113-4,MA-RD-SEG-0113,2025-02-20,Municipality,62.6,34.4,FALSE,good,
INSP-0113-5,MA-RD-SEG-0113,2025-08-19,State PWD,56.2,39.4,FALSE,partial,
INSP-0114-1,MA-RD-SEG-0114,2023-08-30,State PWD,76,23.9,FALSE,blocked,
INSP-0114-2,MA-RD-SEG-0114,2024-02-26,State PWD,73.4,1.5,TRUE,blocked,
INSP-0114-3,MA-RD-SEG-0114,2024-08-24,Municipality,70.4,3.2,FALSE,blocked,
INSP-0114-4,MA-RD-SEG-0114,2025-02-20,Municipality,62.5,39.2,TRUE,good,
INSP-0114-5,MA-RD-SEG-0114,2025-08-19,NHAI,66.3,37.1,TRUE,blocked,
INSP-0115-1,MA-RD-SEG-0115,2023-08-30,ThirdParty,66,34.6,TRUE,partial,
INSP-0115-2,MA-RD-SEG-0115,2024-02-26,Municipality,58.6,20,TRUE,none,
INSP-0115-3,MA-RD-SEG-0115,2024-08-24,State PWD,59.5,32.1,FALSE,partial,
INSP-0115-4,MA-RD-SEG-0115,2025-02-20,Municipality,51.1,2.9,FALSE,none,
INSP-0115-5,MA-RD-SEG-0115,2025-08-19,State PWD,48.8,11.6,TRUE,good,
INSP-0116-1,MA-RD-SEG-0116,2023-08-30,ThirdParty,77,1.7,TRUE,partial,
INSP-0116-2,MA-RD-SEG-0116,2024-02-26,State PWD,73,9.6,FALSE,blocked,
INSP-0116-3,MA-RD-SEG-0116,2024-08-24,NHAI,61.2,3.3,FALSE,none,
INSP-0116-4,MA-RD-SEG-0116,2025-02-20,NHAI,66.5,18.2,FALSE,good,
INSP-0116-5,MA-RD-SEG-0116,2025-08-19,NHAI,50.8,38.2,FALSE,good,
INSP-0117-1,MA-RD-SEG-0117,2023-08-30,NHAI,64,24.2,FALSE,blocked,
INSP-0117-2,MA-RD-SEG-0117,2024-02-26,State PWD,60.9,17.3,TRUE,good,
INSP-0117-3,MA-RD-SEG-0117,2024-08-24,NHAI,52.6,18,TRUE,none,
INSP-0117-4,MA-RD-SEG-0117,2025-02-20,State PWD,53.6,22,TRUE,partial,
INSP-0117-5,MA-RD-SEG-0117,2025-08-19,Municipality,54.3,4.8,FALSE,none,
INSP-0118-1,MA-RD-SEG-0118,2023-08-30,Municipality,64,10.5,TRUE,partial,
INSP-0118-2,MA-RD-SEG-0118,2024-02-26,ThirdParty,58.4,21.1,FALSE,good,
INSP-0118-3,MA-RD-SEG-0118,2024-08-24,ThirdParty,57.2,6.7,TRUE,good,
INSP-0118-4,MA-RD-SEG-0118,2025-02-20,NHAI,57.1,37.2,FALSE,good,
INSP-0118-5,MA-RD-SEG-0118,2025-08-19,ThirdParty,34.9,22.2,FALSE,partial,
INSP-0119-1,MA-RD-SEG-0119,2023-08-30,State PWD,82,35.4,FALSE,blocked,
INSP-0119-2,MA-RD-SEG-0119,2024-02-26,Municipality,79.6,31.1,TRUE,none,
INSP-0119-3,MA-RD-SEG-0119,2024-08-24,State PWD,68,29.6,TRUE,partial,
INSP-0119-4,MA-RD-SEG-0119,2025-02-20,Municipality,61.5,8.5,TRUE,blocked,
INSP-0119-5,MA-RD-SEG-0119,2025-08-19,State PWD,61.2,16.5,FALSE,blocked,
INSP-0120-1,MA-RD-SEG-0120,2023-08-30,Municipality,74,35.7,TRUE,none,
INSP-0120-2,MA-RD-SEG-0120,2024-02-26,Municipality,71.2,19.1,FALSE,partial,
INSP-0120-3,MA-RD-SEG-0120,2024-08-24,ThirdParty,60.4,8.7,FALSE,none,
INSP-0120-4,MA-RD-SEG-0120,2025-02-20,ThirdParty,52.6,3.3,FALSE,partial,
INSP-0120-5,MA-RD-SEG-0120,2025-08-19,Municipality,54,26.9,FALSE,partial,
INSP-0121-1,MA-RD-SEG-0121,2023-08-30,State PWD,73,9.1,FALSE,partial,
INSP-0121-2,MA-RD-SEG-0121,2024-02-26,NHAI,65.4,11.9,FALSE,none,
INSP-0121-3,MA-RD-SEG-0121,2024-08-24,State PWD,57.7,18.4,TRUE,partial,
INSP-0121-4,MA-RD-SEG-0121,2025-02-20,NHAI,55.2,21,FALSE,blocked,
INSP-0121-5,MA-RD-SEG-0121,2025-08-19,NHAI,45.6,17.7,TRUE,blocked,
INSP-0122-1,MA-RD-SEG-0122,2023-08-30,ThirdParty,66,30.8,FALSE,none,
INSP-0122-2,MA-RD-SEG-0122,2024-02-26,ThirdParty,63.1,39.3,FALSE,none,
INSP-0122-3,MA-RD-SEG-0122,2024-08-24,NHAI,57,16.7,TRUE,blocked,
INSP-0122-4,MA-RD-SEG-0122,2025-02-20,State PWD,57.5,36.1,FALSE,none,
INSP-0122-5,MA-RD-SEG-0122,2025-08-19,Municipality,51.2,28.8,FALSE,good,
INSP-0123-1,MA-RD-SEG-0123,2023-08-30,Municipality,82,39.7,TRUE,blocked,
INSP-0123-2,MA-RD-SEG-0123,2024-02-26,NHAI,76.7,14.6,TRUE,good,
INSP-0123-3,MA-RD-SEG-0123,2024-08-24,State PWD,75.1,36.8,TRUE,partial,
INSP-0123-4,MA-RD-SEG-0123,2025-02-20,ThirdParty,64.8,18,FALSE,partial,
INSP-0123-5,MA-RD-SEG-0123,2025-08-19,ThirdParty,60.4,11.8,FALSE,none,
INSP-0124-1,MA-RD-SEG-0124,2023-08-30,NHAI,73,21.6,FALSE,good,
INSP-0124-2,MA-RD-SEG-0124,2024-02-26,NHAI,69,8.6,TRUE,blocked,
INSP-0124-3,MA-RD-SEG-0124,2024-08-24,NHAI,63.8,27.3,TRUE,good,
INSP-0124-4,MA-RD-SEG-0124,2025-02-20,ThirdParty,64.6,4.3,TRUE,none,
INSP-0124-5,MA-RD-SEG-0124,2025-08-19,Municipality,50.6,30.6,FALSE,blocked,
INSP-0125-1,MA-RD-SEG-0125,2023-08-30,NHAI,65,38.3,FALSE,partial,
INSP-0125-2,MA-RD-SEG-0125,2024-02-26,NHAI,58.4,27.9,TRUE,blocked,
INSP-0125-3,MA-RD-SEG-0125,2024-08-24,Municipality,50.7,19.9,FALSE,partial,
INSP-0125-4,MA-RD-SEG-0125,2025-02-20,Municipality,55.9,22.9,TRUE,none,
INSP-0125-5,MA-RD-SEG-0125,2025-08-19,NHAI,51.9,14.8,TRUE,good,
INSP-0126-1,MA-RD-SEG-0126,2023-08-30,State PWD,79,26.8,TRUE,blocked,
INSP-0126-2,MA-RD-SEG-0126,2024-02-26,ThirdParty,74.3,13,TRUE,blocked,
INSP-0126-3,MA-RD-SEG-0126,2024-08-24,State PWD,69.6,4.4,TRUE,none,
INSP-0126-4,MA-RD-SEG-0126,2025-02-20,NHAI,64.1,25.5,TRUE,good,
INSP-0126-5,MA-RD-SEG-0126,2025-08-19,State PWD,69.6,28.5,TRUE,partial,
INSP-0127-1,MA-RD-SEG-0127,2023-08-30,Municipality,65,6.9,TRUE,partial,
INSP-0127-2,MA-RD-SEG-0127,2024-02-26,NHAI,60.7,26.8,TRUE,partial,
INSP-0127-3,MA-RD-SEG-0127,2024-08-24,NHAI,51.6,9.4,TRUE,partial,
INSP-0127-4,MA-RD-SEG-0127,2025-02-20,NHAI,47,32.8,TRUE,none,
INSP-0127-5,MA-RD-SEG-0127,2025-08-19,NHAI,41.6,4.7,TRUE,none,
INSP-0128-1,MA-RD-SEG-0128,2023-08-30,NHAI,66,35.6,FALSE,none,
INSP-0128-2,MA-RD-SEG-0128,2024-02-26,ThirdParty,59,28.7,FALSE,good,
INSP-0128-3,MA-RD-SEG-0128,2024-08-24,ThirdParty,52.3,6.3,FALSE,partial,
INSP-0128-4,MA-RD-SEG-0128,2025-02-20,Municipality,48,7.8,TRUE,blocked,
INSP-0128-5,MA-RD-SEG-0128,2025-08-19,ThirdParty,53.8,39.9,FALSE,blocked,
INSP-0129-1,MA-RD-SEG-0129,2023-08-30,NHAI,75,34.8,FALSE,partial,
INSP-0129-2,MA-RD-SEG-0129,2024-02-26,ThirdParty,68.1,22.7,FALSE,blocked,
INSP-0129-3,MA-RD-SEG-0129,2024-08-24,Municipality,64.7,20.3,TRUE,good,
INSP-0129-4,MA-RD-SEG-0129,2025-02-20,State PWD,66.4,39.3,TRUE,none,
INSP-0129-5,MA-RD-SEG-0129,2025-08-19,NHAI,54.1,13.9,TRUE,blocked,
INSP-0130-1,MA-RD-SEG-0130,2023-08-30,State PWD,62,37.8,TRUE,blocked,
INSP-0130-2,MA-RD-SEG-0130,2024-02-26,Municipality,56.7,27,FALSE,none,
INSP-0130-3,MA-RD-SEG-0130,2024-08-24,ThirdParty,57.7,14.7,FALSE,blocked,
INSP-0130-4,MA-RD-SEG-0130,2025-02-20,ThirdParty,43.3,23,FALSE,partial,
INSP-0130-5,MA-RD-SEG-0130,2025-08-19,State PWD,46.2,26.9,FALSE,none,
INSP-0131-1,MA-RD-SEG-0131,2023-08-30,NHAI,62,24.9,TRUE,blocked,
INSP-0131-2,MA-RD-SEG-0131,2024-02-26,State PWD,59.4,24.1,TRUE,partial,
INSP-0131-3,MA-RD-SEG-0131,2024-08-24,NHAI,50.8,27.2,TRUE,blocked,
INSP-0131-4,MA-RD-SEG-0131,2025-02-20,Municipality,40.3,39.1,TRUE,good,
INSP-0131-5,MA-RD-SEG-0131,2025-08-19,ThirdParty,40.1,28.5,TRUE,blocked,
INSP-0132-1,MA-RD-SEG-0132,2023-08-30,Municipality,64,20.9,FALSE,good,
INSP-0132-2,MA-RD-SEG-0132,2024-02-26,ThirdParty,62,1.1,FALSE,none,
INSP-0132-3,MA-RD-SEG-0132,2024-08-24,Municipality,58.1,25.1,FALSE,none,
INSP-0132-4,MA-RD-SEG-0132,2025-02-20,ThirdParty,52.8,9.8,TRUE,blocked,
INSP-0132-5,MA-RD-SEG-0132,2025-08-19,ThirdParty,52.3,33,FALSE,blocked,
INSP-0133-1,MA-RD-SEG-0133,2023-08-30,Municipality,61,18.3,TRUE,none,
INSP-0133-2,MA-RD-SEG-0133,2024-02-26,NHAI,57.8,39,FALSE,partial,
INSP-0133-3,MA-RD-SEG-0133,2024-08-24,ThirdParty,51.3,21.4,TRUE,none,
INSP-0133-4,MA-RD-SEG-0133,2025-02-20,Municipality,48.2,5,FALSE,partial,
INSP-0133-5,MA-RD-SEG-0133,2025-08-19,Municipality,40.8,6.9,FALSE,blocked,
INSP-0134-1,MA-RD-SEG-0134,2023-08-30,Municipality,84,2.8,TRUE,partial,
INSP-0134-2,MA-RD-SEG-0134,2024-02-26,ThirdParty,77.9,29.5,FALSE,none,
INSP-0134-3,MA-RD-SEG-0134,2024-08-24,ThirdParty,70.6,4.2,FALSE,none,
INSP-0134-4,MA-RD-SEG-0134,2025-02-20,State PWD,64.1,32.6,TRUE,blocked,
INSP-0134-5,MA-RD-SEG-0134,2025-08-19,ThirdParty,57,7.2,TRUE,good,
INSP-0135-1,MA-RD-SEG-0135,2023-08-30,NHAI,70,5,FALSE,good,
INSP-0135-2,MA-RD-SEG-0135,2024-02-26,Municipality,62.7,22,FALSE,none,
INSP-0135-3,MA-RD-SEG-0135,2024-08-24,ThirdParty,59.5,9,TRUE,partial,
INSP-0135-4,MA-RD-SEG-0135,2025-02-20,State PWD,63.4,12.6,FALSE,none,
INSP-0135-5,MA-RD-SEG-0135,2025-08-19,ThirdParty,38.2,21,TRUE,good,
INSP-0136-1,MA-RD-SEG-0136,2023-08-30,NHAI,87,39.4,FALSE,blocked,
INSP-0136-2,MA-RD-SEG-0136,2024-02-26,Municipality,84.5,22.8,FALSE,blocked,
INSP-0136-3,MA-RD-SEG-0136,2024-08-24,NHAI,80.5,7.8,TRUE,good,
INSP-0136-4,MA-RD-SEG-0136,2025-02-20,NHAI,71.6,7.5,TRUE,good,
INSP-0136-5,MA-RD-SEG-0136,2025-08-19,NHAI,70.3,16.9,TRUE,partial,
INSP-0137-1,MA-RD-SEG-0137,2023-08-30,ThirdParty,84,12.4,FALSE,blocked,
INSP-0137-2,MA-RD-SEG-0137,2024-02-26,State PWD,78,35.5,TRUE,none,
INSP-0137-3,MA-RD-SEG-0137,2024-08-24,Municipality,68.5,32.2,TRUE,good,
INSP-0137-4,MA-RD-SEG-0137,2025-02-20,Municipality,62.9,21.3,TRUE,blocked,
INSP-0137-5,MA-RD-SEG-0137,2025-08-19,State PWD,53.2,26.6,TRUE,good,
INSP-0138-1,MA-RD-SEG-0138,2023-08-30,Municipality,64,3.3,TRUE,partial,
INSP-0138-2,MA-RD-SEG-0138,2024-02-26,State PWD,59.5,14.6,TRUE,blocked,
INSP-0138-3,MA-RD-SEG-0138,2024-08-24,Municipality,55.4,23.1,FALSE,partial,
INSP-0138-4,MA-RD-SEG-0138,2025-02-20,ThirdParty,57.8,30.7,TRUE,partial,
INSP-0138-5,MA-RD-SEG-0138,2025-08-19,State PWD,41.3,32.6,TRUE,good,
INSP-0139-1,MA-RD-SEG-0139,2023-08-30,ThirdParty,83,31.5,TRUE,none,
INSP-0139-2,MA-RD-SEG-0139,2024-02-26,NHAI,77.7,2.5,FALSE,good,
INSP-0139-3,MA-RD-SEG-0139,2024-08-24,ThirdParty,67.6,14.7,FALSE,good,
INSP-0139-4,MA-RD-SEG-0139,2025-02-20,State PWD,75.5,32.3,FALSE,none,
INSP-0139-5,MA-RD-SEG-0139,2025-08-19,State PWD,62,16.8,TRUE,blocked,
INSP-0140-1,MA-RD-SEG-0140,2023-08-30,ThirdParty,77,1.7,FALSE,good,
INSP-0140-2,MA-RD-SEG-0140,2024-02-26,NHAI,72.9,27.6,TRUE,good,
INSP-0140-3,MA-RD-SEG-0140,2024-08-24,Municipality,65.2,2.2,TRUE,good,
INSP-0140-4,MA-RD-SEG-0140,2025-02-20,Municipality,58.8,25.7,TRUE,blocked,
INSP-0140-5,MA-RD-SEG-0140,2025-08-19,State PWD,63.1,32.9,FALSE,partial,
INSP-0141-1,MA-RD-SEG-0141,2023-08-30,ThirdParty,74,35.2,TRUE,none,
INSP-0141-2,MA-RD-SEG-0141,2024-02-26,State PWD,66.6,5.6,FALSE,partial,
INSP-0141-3,MA-RD-SEG-0141,2024-08-24,ThirdParty,69.4,39.4,TRUE,blocked,
INSP-0141-4,MA-RD-SEG-0141,2025-02-20,State PWD,58,37.3,FALSE,good,
INSP-0141-5,MA-RD-SEG-0141,2025-08-19,Municipality,61.9,12.3,FALSE,none,
INSP-0142-1,MA-RD-SEG-0142,2023-08-30,Municipality,76,36.3,TRUE,blocked,
INSP-0142-2,MA-RD-SEG-0142,2024-02-26,Municipality,71,27.9,FALSE,partial,
INSP-0142-3,MA-RD-SEG-0142,2024-08-24,NHAI,71.4,18.4,TRUE,blocked,
INSP-0142-4,MA-RD-SEG-0142,2025-02-20,NHAI,68.5,18.3,FALSE,partial,
INSP-0142-5,MA-RD-SEG-0142,2025-08-19,ThirdParty,59.9,9,FALSE,partial,
INSP-0143-1,MA-RD-SEG-0143,2023-08-30,ThirdParty,88,35,FALSE,good,
INSP-0143-2,MA-RD-SEG-0143,2024-02-26,State PWD,85.6,25.1,FALSE,none,
INSP-0143-3,MA-RD-SEG-0143,2024-08-24,State PWD,77.5,18.2,FALSE,partial,
INSP-0143-4,MA-RD-SEG-0143,2025-02-20,ThirdParty,66.4,38.1,FALSE,none,
INSP-0143-5,MA-RD-SEG-0143,2025-08-19,State PWD,58.9,21.8,FALSE,none,
INSP-0144-1,MA-RD-SEG-0144,2023-08-30,Municipality,79,4.2,TRUE,none,
INSP-0144-2,MA-RD-SEG-0144,2024-02-26,NHAI,74.7,32.1,FALSE,good,
INSP-0144-3,MA-RD-SEG-0144,2024-08-24,State PWD,65.3,35.6,TRUE,good,
INSP-0144-4,MA-RD-SEG-0144,2025-02-20,NHAI,70.6,21.2,FALSE,partial,
INSP-0144-5,MA-RD-SEG-0144,2025-08-19,State PWD,64.1,36.7,TRUE,good,
INSP-0145-1,MA-RD-SEG-0145,2023-08-30,State PWD,66,27.5,TRUE,blocked,
INSP-0145-2,MA-RD-SEG-0145,2024-02-26,ThirdParty,63.6,17.9,FALSE,good,
INSP-0145-3,MA-RD-SEG-0145,2024-08-24,ThirdParty,58.6,39.4,TRUE,none,
INSP-0145-4,MA-RD-SEG-0145,2025-02-20,Municipality,44.5,13.1,FALSE,partial,
INSP-0145-5,MA-RD-SEG-0145,2025-08-19,Municipality,40.8,4,TRUE,none,
INSP-0146-1,MA-RD-SEG-0146,2023-08-30,ThirdParty,67,36.1,FALSE,partial,
INSP-0146-2,MA-RD-SEG-0146,2024-02-26,ThirdParty,59.5,19.2,FALSE,good,
INSP-0146-3,MA-RD-SEG-0146,2024-08-24,State PWD,54.8,28.1,TRUE,good,
INSP-0146-4,MA-RD-SEG-0146,2025-02-20,ThirdParty,44.1,26.7,FALSE,none,
INSP-0146-5,MA-RD-SEG-0146,2025-08-19,Municipality,37.6,23.6,TRUE,blocked,
INSP-0147-1,MA-RD-SEG-0147,2023-08-30,State PWD,82,11.2,TRUE,good,
INSP-0147-2,MA-RD-SEG-0147,2024-02-26,State PWD,76.2,36.9,FALSE,good,
INSP-0147-3,MA-RD-SEG-0147,2024-08-24,ThirdParty,66.6,27,TRUE,good,
INSP-0147-4,MA-RD-SEG-0147,2025-02-20,NHAI,60.8,29.2,TRUE,good,
INSP-0147-5,MA-RD-SEG-0147,2025-08-19,Municipality,73.8,10.9,FALSE,partial,
INSP-0148-1,MA-RD-SEG-0148,2023-08-30,Municipality,67,17.3,FALSE,none,
INSP-0148-2,MA-RD-SEG-0148,2024-02-26,State PWD,63,11.5,FALSE,partial,
INSP-0148-3,MA-RD-SEG-0148,2024-08-24,ThirdParty,53.6,30.6,TRUE,partial,
INSP-0148-4,MA-RD-SEG-0148,2025-02-20,State PWD,47.5,11.2,TRUE,good,
INSP-0148-5,MA-RD-SEG-0148,2025-08-19,NHAI,58.2,25.3,TRUE,none,
INSP-0149-1,MA-RD-SEG-0149,2023-08-30,Municipality,63,19.5,TRUE,none,
INSP-0149-2,MA-RD-SEG-0149,2024-02-26,ThirdParty,56.3,4.1,TRUE,partial,
INSP-0149-3,MA-RD-SEG-0149,2024-08-24,Municipality,49.5,32.2,FALSE,good,
INSP-0149-4,MA-RD-SEG-0149,2025-02-20,Municipality,53.5,27.2,TRUE,blocked,
INSP-0149-5,MA-RD-SEG-0149,2025-08-19,State PWD,38.7,24,TRUE,blocked,
INSP-0150-1,MA-RD-SEG-0150,2023-08-30,ThirdParty,60,3,TRUE,blocked,
INSP-0150-2,MA-RD-SEG-0150,2024-02-26,ThirdParty,54.1,23.1,TRUE,none,
INSP-0150-3,MA-RD-SEG-0150,2024-08-24,NHAI,48.2,28,FALSE,partial,
INSP-0150-4,MA-RD-SEG-0150,2025-02-20,State PWD,43.1,37.4,TRUE,blocked,
INSP-0150-5,MA-RD-SEG-0150,2025-08-19,ThirdParty,41.2,12.7,TRUE,partial,
INSP-0151-1,MA-RD-SEG-0151,2023-08-30,NHAI,85,9.4,FALSE,blocked,
INSP-0151-2,MA-RD-SEG-0151,2024-02-26,Municipality,80.8,23.9,TRUE,good,
INSP-0151-3,MA-RD-SEG-0151,2024-08-24,Municipality,74.9,27.9,TRUE,none,
INSP-0151-4,MA-RD-SEG-0151,2025-02-20,ThirdParty,77.3,32.2,TRUE,partial,
INSP-0151-5,MA-RD-SEG-0151,2025-08-19,ThirdParty,61,17.8,TRUE,good,
INSP-0152-1,MA-RD-SEG-0152,2023-08-30,State PWD,77,33.8,TRUE,none,
INSP-0152-2,MA-RD-SEG-0152,2024-02-26,Municipality,69.4,33.2,FALSE,good,
INSP-0152-3,MA-RD-SEG-0152,2024-08-24,NHAI,62.4,28.1,FALSE,none,
INSP-0152-4,MA-RD-SEG-0152,2025-02-20,ThirdParty,62.9,3.4,FALSE,partial,
INSP-0152-5,MA-RD-SEG-0152,2025-08-19,State PWD,60,30,TRUE,partial,
INSP-0153-1,MA-RD-SEG-0153,2023-08-30,ThirdParty,78,38.3,FALSE,blocked,
INSP-0153-2,MA-RD-SEG-0153,2024-02-26,NHAI,72.6,11.6,TRUE,good,
INSP-0153-3,MA-RD-SEG-0153,2024-08-24,NHAI,63.9,33,TRUE,partial,
INSP-0153-4,MA-RD-SEG-0153,2025-02-20,ThirdParty,62.5,8.3,TRUE,good,
INSP-0153-5,MA-RD-SEG-0153,2025-08-19,ThirdParty,56.7,17.2,TRUE,partial,
INSP-0154-1,MA-RD-SEG-0154,2023-08-30,Municipality,76,3.7,FALSE,good,
INSP-0154-2,MA-RD-SEG-0154,2024-02-26,NHAI,71.7,23.8,FALSE,blocked,
INSP-0154-3,MA-RD-SEG-0154,2024-08-24,State PWD,63.1,24.1,TRUE,blocked,
INSP-0154-4,MA-RD-SEG-0154,2025-02-20,State PWD,57.3,16.4,FALSE,partial,
INSP-0154-5,MA-RD-SEG-0154,2025-08-19,Municipality,50.6,16.1,TRUE,blocked,
INSP-0155-1,MA-RD-SEG-0155,2023-08-30,State PWD,76,27.1,FALSE,blocked,
INSP-0155-2,MA-RD-SEG-0155,2024-02-26,Municipality,73.3,26.1,FALSE,none,
INSP-0155-3,MA-RD-SEG-0155,2024-08-24,State PWD,62.7,15.5,TRUE,blocked,
INSP-0155-4,MA-RD-SEG-0155,2025-02-20,Municipality,62.5,9.3,FALSE,good,
INSP-0155-5,MA-RD-SEG-0155,2025-08-19,NHAI,52.7,28.3,TRUE,blocked,
INSP-0156-1,MA-RD-SEG-0156,2023-08-30,NHAI,79,28.1,TRUE,blocked,
INSP-0156-2,MA-RD-SEG-0156,2024-02-26,ThirdParty,72.3,2.2,TRUE,partial,
INSP-0156-3,MA-RD-SEG-0156,2024-08-24,NHAI,70.5,32.2,TRUE,partial,
INSP-0156-4,MA-RD-SEG-0156,2025-02-20,Municipality,58.8,12.1,FALSE,partial,
INSP-0156-5,MA-RD-SEG-0156,2025-08-19,State PWD,49.6,18.7,FALSE,none,
INSP-0157-1,MA-RD-SEG-0157,2023-08-30,Municipality,82,36.1,TRUE,partial,
INSP-0157-2,MA-RD-SEG-0157,2024-02-26,ThirdParty,76.7,22.1,TRUE,blocked,
INSP-0157-3,MA-RD-SEG-0157,2024-08-24,ThirdParty,76.7,26.7,TRUE,partial,
INSP-0157-4,MA-RD-SEG-0157,2025-02-20,NHAI,67.2,18.2,FALSE,blocked,
INSP-0157-5,MA-RD-SEG-0157,2025-08-19,NHAI,73.3,34,FALSE,partial,
INSP-0158-1,MA-RD-SEG-0158,2023-08-30,NHAI,61,38.5,FALSE,good,
INSP-0158-2,MA-RD-SEG-0158,2024-02-26,Municipality,57,3.1,FALSE,none,
INSP-0158-3,MA-RD-SEG-0158,2024-08-24,Municipality,48.6,18.5,FALSE,none,
INSP-0158-4,MA-RD-SEG-0158,2025-02-20,ThirdParty,44.8,38.5,TRUE,partial,
INSP-0158-5,MA-RD-SEG-0158,2025-08-19,Municipality,45,39.6,TRUE,blocked,
INSP-0159-1,MA-RD-SEG-0159,2023-08-30,NHAI,76,33.9,TRUE,partial,
INSP-0159-2,MA-RD-SEG-0159,2024-02-26,ThirdParty,71.1,17.1,FALSE,good,
INSP-0159-3,MA-RD-SEG-0159,2024-08-24,Municipality,63.7,3.7,TRUE,none,
INSP-0159-4,MA-RD-SEG-0159,2025-02-20,Municipality,53.6,35.6,FALSE,none,
INSP-0159-5,MA-RD-SEG-0159,2025-08-19,NHAI,63.9,34.7,FALSE,none,
INSP-0160-1,MA-RD-SEG-0160,2023-08-30,State PWD,70,1.7,FALSE,blocked,
INSP-0160-2,MA-RD-SEG-0160,2024-02-26,State PWD,62,22.7,FALSE,none,
INSP-0160-3,MA-RD-SEG-0160,2024-08-24,ThirdParty,58.1,7.8,TRUE,good,
INSP-0160-4,MA-RD-SEG-0160,2025-02-20,NHAI,54.8,3.3,TRUE,blocked,
INSP-0160-5,MA-RD-SEG-0160,2025-08-19,ThirdParty,43.5,9.5,FALSE,partial,
INSP-0161-1,MA-RD-SEG-0161,2023-08-30,Municipality,66,39.5,TRUE,none,
INSP-0161-2,MA-RD-SEG-0161,2024-02-26,State PWD,58.8,9.5,FALSE,blocked,
INSP-0161-3,MA-RD-SEG-0161,2024-08-24,State PWD,50.9,25.3,TRUE,good,
INSP-0161-4,MA-RD-SEG-0161,2025-02-20,State PWD,46,5.5,FALSE,blocked,
INSP-0161-5,MA-RD-SEG-0161,2025-08-19,NHAI,36.5,36.3,FALSE,good,
INSP-0162-1,MA-RD-SEG-0162,2023-08-30,ThirdParty,79,37.6,FALSE,none,
INSP-0162-2,MA-RD-SEG-0162,2024-02-26,Municipality,74.7,10.4,FALSE,blocked,
INSP-0162-3,MA-RD-SEG-0162,2024-08-24,NHAI,63.9,14.9,TRUE,blocked,
INSP-0162-4,MA-RD-SEG-0162,2025-02-20,ThirdParty,55.1,17.4,FALSE,partial,
INSP-0162-5,MA-RD-SEG-0162,2025-08-19,ThirdParty,47.5,35.3,TRUE,blocked,
INSP-0163-1,MA-RD-SEG-0163,2023-08-30,ThirdParty,89,4.2,TRUE,partial,
INSP-0163-2,MA-RD-SEG-0163,2024-02-26,NHAI,85.4,8,TRUE,none,
INSP-0163-3,MA-RD-SEG-0163,2024-08-24,State PWD,75.5,25.3,FALSE,partial,
INSP-0163-4,MA-RD-SEG-0163,2025-02-20,NHAI,73.7,39.2,FALSE,good,
INSP-0163-5,MA-RD-SEG-0163,2025-08-19,NHAI,60.3,34.1,TRUE,blocked,
INSP-0164-1,MA-RD-SEG-0164,2023-08-30,NHAI,85,11.7,TRUE,blocked,
INSP-0164-2,MA-RD-SEG-0164,2024-02-26,NHAI,80.6,29.9,FALSE,none,
INSP-0164-3,MA-RD-SEG-0164,2024-08-24,NHAI,77,23.8,TRUE,blocked,
INSP-0164-4,MA-RD-SEG-0164,2025-02-20,State PWD,68.6,38.3,TRUE,blocked,
INSP-0164-5,MA-RD-SEG-0164,2025-08-19,ThirdParty,60.6,39.2,FALSE,partial,
INSP-0165-1,MA-RD-SEG-0165,2023-08-30,ThirdParty,90,27.8,TRUE,blocked,
INSP-0165-2,MA-RD-SEG-0165,2024-02-26,State PWD,85.2,2.4,TRUE,good,
INSP-0165-3,MA-RD-SEG-0165,2024-08-24,NHAI,82.6,26.6,FALSE,blocked,
INSP-0165-4,MA-RD-SEG-0165,2025-02-20,State PWD,67.4,24.1,FALSE,partial,
