road_id,name,geojson_id,highway_ref,segment_number,segment_start_km,segment_end_km,length_km,district,taluka,PDI,Pseudo_CIBIL,ML_Predicted_CIBIL,Final_CIBIL,Condition_Category
MA-NH48-SEG-0200,NH48 Segment 200,way/164827943,NH48,200,191.1,212.3,21.2,Pune,Maval,28.67,71.33,71.38,71.34,Fair
MA-NH60-SEG-0497,NH60 Segment 497,way/889481645,NH60,497,26.6,48.4,21.8,Dhule,Dhule,28.62,71.38,71.24,71.34,Fair
MA-NH53-SEG-0176,NH53 Segment 176,way/304259317,NH53,176,157.4,175.3,17.9,Solapur,Solapur South,28.62,71.38,71.25,71.34,Fair
MA-NH930-SEG-0133,NH930 Segment 133,way/1221808358,NH930,133,38.8,48.2,9.4,Solapur,Sangola,28.7,71.3,71.42,71.34,Fair
MA-NH44-SEG-0371,NH44 Segment 371,way/978232447,NH44,371,184.9,207.8,22.9,Nashik,Nashik,28.67,71.33,71.32,71.33,Fair
MA-NH160-SEG-0138,NH160 Segment 138,way/310424745,NH160,138,69.9,76.4,6.5,Solapur,Madha,28.66,71.34,71.31,71.33,Fair
MA-NH548C-SEG-0060,NH548C Segment 60,way/296231723,NH548C,60,123.8,142.7,18.9,Solapur,Karmala,28.62,71.38,71.23,71.33,Fair
MA-NH66-SEG-0522,NH66 Segment 522,way/1359545317,NH66,522,126.9,144.1,17.2,Solapur,Akkalkot,28.66,71.34,71.28,71.32,Fair
MA-NH548D-SEG-0129,NH548D Segment 129,way/678703576,NH548D,129,92.8,107.8,15.0,Sindhudurg,Devgad,28.55,71.45,71.0,71.32,Fair
MA-NH53-SEG-1054,NH53 Segment 1054,way/1353324481,NH53,1054,164.8,182.4,17.6,Nagpur,Kalmeshwar,28.65,71.35,71.23,71.31,Fair
MA-NH160-SEG-0373,NH160 Segment 373,way/1288651923,NH160,373,154.2,168.9,14.7,Solapur,Sangola,28.74,71.26,71.42,71.31,Fair
MA-NH160B-SEG-0009,NH160B Segment 9,way/1285452330,NH160B,9,81.2,97.6,16.4,Raigad,Poladpur,28.61,71.39,71.13,71.31,Fair
MA-NH160-SEG-0269,NH160 Segment 269,way/1285473916,NH160,269,171.8,188.3,16.5,Pune,Shirur,28.74,71.26,71.43,71.31,Fair
MA-NH160-SEG-0390,NH160 Segment 390,way/223942260,NH160,64,58.7,64.9,6.2,Solapur,Malshiras,28.73,71.27,71.36,71.3,Fair
MA-NH753BE-SEG-0023,NH753BE Segment 23,way/288026289,NH753BE,23,83.9,100.5,16.6,Nashik,Dindori,28.64,71.36,71.17,71.3,Fair
MA-NH53-SEG-0582,NH53 Segment 582,way/1037267136,NH53,582,70.6,93.3,22.7,Dhule,Sindkhede,29.12,70.88,72.28,71.3,Fair
MA-NH161-SEG-0204,NH161 Segment 204,way/1352875072,NH161,204,16.4,39.5,23.1,Satara,Wai,28.78,71.22,71.49,71.3,Fair
MA-NH548B-SEG-0066,NH548B Segment 66,way/646168734,NH548B,66,185.8,199.1,13.3,Raigad,Uran,28.71,71.29,71.31,71.3,Fair
MA-NH547E-SEG-0060,NH547E Segment 60,way/1289678194,NH547E,60,76.7,94.3,17.6,Solapur,Akkalkot,28.75,71.25,71.4,71.3,Fair
MA-NH548B-SEG-0095,NH548B Segment 95,way/884565584,NH548B,95,170.7,188.8,18.1,Solapur,Mohol,28.72,71.28,71.32,71.29,Fair
MA-NH60-SEG-0657,NH60 Segment 657,way/1193393703,NH60,657,144.2,154.3,10.1,Dhule,Dhule,28.8,71.2,71.46,71.28,Fair
MA-NH166-SEG-0538,NH166 Segment 538,way/1257755470,NH166,538,110.1,117.1,7.0,Nashik,Trimbak,28.77,71.23,71.38,71.27,Fair
MA-NH65-SEG-0117,NH65 Segment 117,way/217384604,NH65,117,16.7,38.7,22.0,Pune,Baramati,28.71,71.29,71.19,71.26,Fair
MA-NH361-SEG-0201,NH361 Segment 201,way/857090622,NH361,201,97.2,106.9,9.7,Nagpur,Savner,28.79,71.21,71.39,71.26,Fair
MA-NH548E-SEG-0011,NH548E Segment 11,way/306287083,NH548E,11,5.4,13.7,8.3,Pune,Maval,28.5,71.5,70.7,71.26,Fair
MA-NH63-SEG-0037,NH63 Segment 37,way/297426751,NH63,37,154.9,160.1,5.2,Satara,Phaltan,28.8,71.2,71.4,71.26,Fair
MA-NH247-SEG-0082,NH247 Segment 82,way/797812823,NH247,82,89.1,94.6,5.5,Nagpur,Katol,28.65,71.35,71.02,71.25,Fair
MA-NH548B-SEG-0009,NH548B Segment 9,way/275691393,NH548B,9,193.6,210.5,16.9,Raigad,Karjat,28.88,71.12,71.56,71.25,Fair
MA-NH161G-SEG-0027,NH161G Segment 27,way/311927530,NH161G,27,86.1,101.4,15.3,Nashik,Trimbak,28.75,71.25,71.24,71.25,Fair
MA-NH150-SEG-0094,NH150 Segment 94,way/1167164507,NH150,94,84.3,91.6,7.3,Nashik,Malegaon,28.69,71.31,71.11,71.25,Fair
MA-NH161-SEG-0190,NH161 Segment 190,way/1352869195,NH161,190,138.0,162.8,24.8,Sindhudurg,Kudal,28.73,71.27,71.17,71.24,Fair
MA-NH66-SEG-0490,NH66 Segment 490,way/1353320151,NH66,490,72.5,78.7,6.2,Satara,Khandala,28.8,71.2,71.34,71.24,Fair
MA-NH348-SEG-0002,NH348 Segment 2,way/83270482,NH348,2,99.0,111.8,12.8,Kolhapur,Bavda,28.78,71.22,71.28,71.24,Fair
MA-NH965-SEG-0207,NH965 Segment 207,way/1327556381,NH965,207,118.1,132.4,14.3,Solapur,Akkalkot,28.8,71.2,71.35,71.24,Fair
MA-NH361-SEG-0495,NH361 Segment 495,way/1126159130,NH361,495,197.8,212.3,14.5,Dhule,Sakri,28.73,71.27,71.16,71.24,Fair
MA-NH965-SEG-0325,NH965 Segment 325,way/1363271218,NH965,325,36.1,45.1,9.0,Pune,Velhe,28.74,71.26,71.19,71.24,Fair
MA-NH53-SEG-0153,NH53 Segment 153,way/225991939,NH53,153,43.6,53.8,10.2,Dhule,Dhule,28.78,71.22,71.28,71.24,Fair
MA-NH965D-SEG-0014,NH965D Segment 14,way/222494483,NH965D,14,122.3,134.0,11.7,Kolhapur,Bhudargad,28.73,71.27,71.14,71.23,Fair
MA-NH347A-SEG-0078,NH347A Segment 78,way/296724478,NH347A,78,161.0,185.4,24.4,Sindhudurg,Kudal,28.77,71.23,71.24,71.23,Fair
MA-NH752E-SEG-0066,NH752E Segment 66,way/1364675394,NH752E,66,13.4,31.7,18.3,Pune,Velhe,28.69,71.31,71.03,71.23,Fair
MA-NH160H-SEG-0068,NH160H Segment 68,way/377315157,NH160H,68,5.4,25.4,20.0,Solapur,Mohol,28.82,71.18,71.33,71.22,Fair
MA-NH66-SEG-0308,NH66 Segment 308,way/1192749922,NH66,308,165.1,178.0,12.9,Satara,Mahabaleshwar,28.74,71.26,71.13,71.22,Fair
MA-NH161-SEG-0216,NH161 Segment 216,way/1352894031,NH161,216,197.0,214.9,17.9,Nagpur,Ramtek,28.82,71.18,71.27,71.21,Fair
MA-NH166-SEG-0002,NH166 Segment 2,way/51269423,NH166,2,30.5,51.4,20.9,Solapur,Malshiras,28.67,71.33,70.92,71.21,Fair
MA-NH247-SEG-0113,NH247 Segment 113,way/1226070204,NH247,113,127.1,137.1,10.0,Raigad,Tala,28.79,71.21,71.2,71.21,Fair
MA-NH166-SEG-0406,NH166 Segment 406,way/1257392494,NH166,406,16.6,36.6,20.0,Satara,Khatav,28.84,71.16,71.29,71.2,Fair
MA-NH753F-SEG-0452,NH753F Segment 452,way/1154235685,NH753F,452,79.0,101.8,22.8,Nagpur,Narkhed,28.76,71.24,71.1,71.2,Fair
MA-NH48-SEG-0795,NH48 Segment 795,way/814298605,NH48,795,37.6,45.8,8.2,Nagpur,Savner,28.64,71.36,70.83,71.2,Fair
MA-NH548DD-SEG-0084,NH548DD Segment 84,way/1300230426,NH548DD,84,68.9,83.4,14.5,Sindhudurg,Vaibhavwadi,28.93,71.07,71.52,71.2,Fair
MA-NH61-SEG-0185,NH61 Segment 185,way/840870526,NH61,185,44.1,62.9,18.8,Pune,Velhe,28.83,71.17,71.27,71.2,Fair
MA-NH48-SEG-0416,NH48 Segment 416,way/219443604,NH48,416,91.2,113.5,22.3,Kolhapur,Ajra,28.82,71.18,71.23,71.19,Fair
MA-NH52-SEG-0726,NH52 Segment 726,way/1292990293,NH52,726,2.0,26.5,24.5,Solapur,Akkalkot,28.78,71.22,71.07,71.18,Fair
MA-NH361-SEG-0722,NH361 Segment 722,way/1354858466,NH361,722,22.9,43.6,20.7,Kolhapur,Hatkanangle,28.8,71.2,71.14,71.18,Fair
MA-NH48-SEG-1027,NH48 Segment 1027,way/1235473840,NH48,1027,159.8,174.2,14.4,Nashik,Chandwad,28.84,71.16,71.24,71.18,Fair
MA-NH930-SEG-0132,NH930 Segment 132,way/1221808357,NH930,132,87.9,96.1,8.2,Pune,Mulshi,28.86,71.14,71.28,71.18,Fair
MA-NH48-SEG-1037,NH48 Segment 1037,way/1237295091,NH48,1037,139.6,148.6,9.0,Pune,Baramati,28.85,71.15,71.22,71.17,Fair
MA-NH348A-SEG-0033,NH348A Segment 33,way/813358034,NH348A,33,123.5,132.2,8.7,Nagpur,Bhiwapur,28.68,71.32,70.79,71.16,Fair
MA-NH761-SEG-0010,NH761 Segment 10,way/303367772,NH761,10,154.3,176.6,22.3,Nashik,Kalwan,28.78,71.22,71.01,71.16,Fair
MA-NH348-SEG-0048,NH348 Segment 48,way/810823507,NH348,48,116.9,139.8,22.9,Satara,Satara,28.87,71.13,71.21,71.15,Fair
MA-NH548C-SEG-0215,NH548C Segment 215,way/578524886,NH548C,215,116.0,126.8,10.8,Satara,Satara,28.81,71.19,71.06,71.15,Fair
MA-NH753M-SEG-0019,NH753M Segment 19,way/464315789,NH753M,19,54.7,63.4,8.7,Dhule,Sakri,28.87,71.13,71.19,71.15,Fair
MA-NH60-SEG-0472,NH60 Segment 472,way/883676096,NH60,472,184.2,200.1,15.9,Solapur,Mangalwedha,28.82,71.18,71.06,71.14,Fair
MA-NH53-SEG-0466,NH53 Segment 466,way/879113003,NH53,466,67.5,76.7,9.2,Pune,Purandar,28.8,71.2,71.0,71.14,Fair
MA-NH53-SEG-0804,NH53 Segment 804,way/1292995402,NH53,804,89.0,108.9,19.9,Dhule,Shirpur,28.76,71.24,70.86,71.13,Fair
MA-NH48-SEG-0510,NH48 Segment 510,way/311450386,NH48,510,36.8,55.9,19.1,Solapur,Mangalwedha,28.76,71.24,70.83,71.12,Fair
MA-NH53-SEG-0227,NH53 Segment 227,way/315201895,NH53,227,63.3,73.9,10.6,Dhule,Sindkhede,28.82,71.18,70.99,71.12,Fair
MA-NH60-SEG-0673,NH60 Segment 673,way/1193393740,NH60,673,95.8,108.3,12.5,Solapur,Malshiras,28.85,71.15,71.02,71.11,Fair
MA-NH160-SEG-0140,NH160 Segment 140,way/310424747,NH160,140,126.4,146.9,20.5,Nashik,Sinnar,28.88,71.12,71.1,71.11,Fair
MA-NH66-SEG-0181,NH66 Segment 181,way/941384556,NH66,181,123.0,144.8,21.8,Raigad,Roha,28.85,71.15,71.02,71.11,Fair
MA-NH160A-SEG-0054,NH160A Segment 54,way/224225049,NH160A,54,49.8,72.8,23.0,Satara,Phaltan,28.78,71.22,70.85,71.11,Fair
MA-NH61-SEG-0026,NH61 Segment 26,way/196112346,NH61,26,130.2,143.5,13.3,Dhule,Dhule,29.03,70.97,71.44,71.11,Fair
MA-NH61-SEG-0264,NH61 Segment 264,way/1229655574,NH61,264,80.1,97.7,17.6,Nashik,Kalwan,28.92,71.08,71.13,71.1,Fair
MA-NH548D-SEG-0073,NH548D Segment 73,way/253455828,NH548D,73,55.7,69.5,13.8,Nashik,Niphad,28.85,71.15,70.98,71.1,Fair
MA-NH48-SEG-1081,NH48 Segment 1081,way/1271454737,NH48,1081,184.0,196.9,12.9,Dhule,Sakri,28.88,71.12,71.05,71.1,Fair
MA-NH65-SEG-0429,NH65 Segment 429,way/1021645988,NH65,429,55.9,70.1,14.2,Satara,Khandala,28.89,71.11,71.07,71.1,Fair
MA-NH548B-SEG-0078,NH548B Segment 78,way/860925995,NH548B,78,126.7,148.4,21.7,Kolhapur,Shirol,28.95,71.05,71.22,71.1,Fair
MA-NH53-SEG-0805,NH53 Segment 805,way/1292995403,NH53,805,119.4,124.5,5.1,Pune,Purandar,28.88,71.12,71.03,71.09,Fair
MA-NH753F-SEG-0352,NH753F Segment 352,way/567680974,NH753F,352,165.1,176.0,10.9,Satara,Wai,28.97,71.03,71.24,71.09,Fair
MA-NH548C-SEG-0260,NH548C Segment 260,way/870459460,NH548C,260,115.4,121.8,6.4,Dhule,Shirpur,28.96,71.04,71.22,71.09,Fair
MA-NH930-SEG-0142,NH930 Segment 142,way/1221813570,NH930,142,13.0,18.8,5.8,Satara,Koregaon,29.01,70.99,71.29,71.08,Fair
MA-NH166-SEG-0046,NH166 Segment 46,way/248803449,NH166,46,194.7,208.6,13.9,Satara,Man,29.02,70.98,71.33,71.08,Fair
MA-NH166-SEG-0103,NH166 Segment 103,way/695634267,NH166,103,11.4,23.1,11.7,Nashik,Sinnar,28.98,71.02,71.23,71.08,Fair
MA-NH65-SEG-0473,NH65 Segment 473,way/1151029480,NH65,473,183.9,207.0,23.1,Nagpur,Nagpur,28.9,71.1,71.03,71.08,Fair
MA-NH353D-SEG-0089,NH353D Segment 89,way/1355306651,NH353D,89,161.7,167.0,5.3,Satara,Khandala,28.93,71.07,71.09,71.08,Fair
MA-NH965G-SEG-0154,NH965G Segment 154,way/1473604000,NH965G,154,51.3,70.4,19.1,Raigad,Uran,28.99,71.01,71.24,71.08,Fair
MA-NH347A-SEG-0140,NH347A Segment 140,way/978313287,NH347A,140,96.4,117.5,21.1,Nashik,Sinnar,29.0,71.0,71.25,71.07,Fair
MA-NH53-SEG-1224,NH53 Segment 1224,way/1355145335,NH53,1224,64.3,78.4,14.1,Dhule,Dhule,28.91,71.09,71.02,71.07,Fair
MA-NH52-SEG-0331,NH52 Segment 331,way/978846142,NH52,331,81.7,102.1,20.4,Nashik,Nashik,28.94,71.06,71.1,71.07,Fair
MA-NH361-SEG-0307,NH361 Segment 307,way/866244378,NH361,307,16.4,31.5,15.1,Kolhapur,Ajra,29.0,71.0,71.25,71.07,Fair
MA-NH65-SEG-0464,NH65 Segment 464,way/210809958,NH65,80,117.4,139.4,22.0,Nagpur,Parseoni,28.95,71.05,71.1,71.06,Fair
MA-NH547E-SEG-0045,NH547E Segment 45,way/1289656844,NH547E,45,73.6,79.3,5.7,Solapur,Mohol,28.95,71.05,71.08,71.06,Fair
MA-NH160H-SEG-0120,NH160H Segment 120,way/890091212,NH160H,120,105.9,111.3,5.4,Satara,Phaltan,28.96,71.04,71.12,71.06,Fair
MA-NH60-SEG-0206,NH60 Segment 206,way/304800634,NH60,206,35.5,54.5,19.0,Pune,Velhe,29.0,71.0,71.19,71.06,Fair
MA-NH247-SEG-0016,NH247 Segment 16,way/262746162,NH247,16,30.0,47.9,17.9,Raigad,Alibag,29.0,71.0,71.2,71.06,Fair
MA-NH361-SEG-0684,NH361 Segment 684,way/1353374885,NH361,684,145.5,164.8,19.3,Nagpur,Butibori,28.96,71.04,71.09,71.06,Fair
MA-NH53-SEG-0374,NH53 Segment 374,way/808522336,NH53,374,194.4,204.3,9.9,Solapur,Madha,28.95,71.05,71.04,71.05,Fair
MA-NH47-SEG-0133,NH47 Segment 133,way/1287999544,NH47,133,49.9,58.6,8.7,Nagpur,Kamptee,28.93,71.07,71.01,71.05,Fair
MA-NH48-SEG-0544,NH48 Segment 544,way/361269354,NH48,544,105.8,118.0,12.2,Satara,Satara,28.93,71.07,70.98,71.04,Fair
MA-NH65:NH548B-SEG-0007,NH65:NH548B Segment 7,way/1340326001,NH65:NH548B,7,94.1,118.1,24.0,Nashik,Niphad,28.95,71.05,71.03,71.04,Fair
MA-NH753F-SEG-0537,NH753F Segment 537,way/1328983035,NH753F,537,177.5,185.8,8.3,Pune,Shirur,28.96,71.04,71.04,71.04,Fair
MA-NH61-SEG-0253,NH61 Segment 253,way/1229654831,NH61,253,24.8,35.2,10.4,Solapur,Solapur South,28.84,71.16,70.73,71.03,Fair
MA-NH53-SEG-0638,NH53 Segment 638,way/1079670490,NH53,638,128.8,152.1,23.3,Raigad,Pen,28.93,71.07,70.94,71.03,Fair
MA-NH47-SEG-0091,NH47 Segment 91,way/1095888133,NH47,91,111.0,126.7,15.7,Nagpur,Ramtek,28.97,71.03,70.96,71.01,Fair
MA-NH52-SEG-0043,NH52 Segment 43,way/293220032,NH52,43,31.2,54.4,23.2,Raigad,Murud,29.3,70.7,71.73,71.01,Fair
MA-NH61-SEG-0099,NH61 Segment 99,way/311013483,NH61,99,146.5,159.7,13.2,Nashik,Igatpuri,29.01,70.99,71.07,71.01,Fair
MA-NH361-SEG-0568,NH361 Segment 568,way/1352043863,NH361,568,196.8,220.2,23.4,Pune,Shirur,28.96,71.04,70.94,71.01,Fair
MA-NH65-SEG-0154,NH65 Segment 154,way/106234144,NH65,22,134.0,144.6,10.6,Solapur,Pandharpur,28.99,71.01,71.0,71.01,Fair
MA-NH161-SEG-0213,NH161 Segment 213,way/1352894028,NH161,213,138.5,148.9,10.4,Solapur,Malshiras,29.19,70.81,71.48,71.01,Fair
MA-NH48-SEG-1109,NH48 Segment 1109,way/1286175178,NH48,1109,85.9,110.3,24.4,Nagpur,Kalmeshwar,28.99,71.01,70.97,71.0,Fair
MA-NH547E-SEG-0056,NH547E Segment 56,way/1289678188,NH547E,56,124.2,129.3,5.1,Nagpur,Parseoni,28.97,71.03,70.92,71.0,Fair
MA-NH160A-SEG-0036,NH160A Segment 36,way/198882741,NH160A,36,53.4,61.5,8.1,Pune,Ambegaon,28.94,71.06,70.87,71.0,Fair
MA-NH44-SEG-0063,NH44 Segment 63,way/182450924,NH44,63,150.9,166.6,15.7,Solapur,Akkalkot,29.03,70.97,71.07,71.0,Fair
MA-NH50-SEG-0094,NH50 Segment 94,way/1357196031,NH50,94,161.7,170.2,8.5,Kolhapur,Karveer,28.97,71.03,70.9,70.99,Fair
MA-NH61-SEG-0319,NH61 Segment 319,way/1353122032,NH61,319,79.9,98.6,18.7,Nashik,Igatpuri,29.13,70.87,71.27,70.99,Fair
MA-NH848-SEG-0159,NH848 Segment 159,way/1289049045,NH848,159,141.1,148.9,7.8,Nagpur,Kamptee,29.14,70.86,71.29,70.99,Fair
MA-NH53-SEG-1286,NH53 Segment 1286,way/1357704279,NH53,1286,41.7,52.8,11.1,Raigad,Mangaon,28.94,71.06,70.83,70.99,Fair
MA-NH361-SEG-0111,NH361 Segment 111,way/825196170,NH361,111,122.1,134.8,12.7,Pune,Velhe,28.86,71.14,70.65,70.99,Fair
MA-NH65-SEG-0223,NH65 Segment 223,way/464110897,NH65,223,119.7,130.5,10.8,Kolhapur,Panhala,29.04,70.96,71.02,70.98,Fair
MA-NH965DD-SEG-0029,NH965DD Segment 29,way/232801421,NH965DD,29,112.4,121.3,8.9,Dhule,Sindkhede,29.03,70.97,71.01,70.98,Fair
MA-NH561A-SEG-0194,NH561A Segment 194,way/1353302925,NH561A,194,88.4,110.1,21.7,Nashik,Baglan,28.8,71.2,70.42,70.97,Fair
MA-NH61-SEG-0023,NH61 Segment 23,way/166866277,NH61,23,143.2,149.9,6.7,Dhule,Sindkhede,29.07,70.93,71.05,70.97,Fair
MA-NH60-SEG-0555,NH60 Segment 555,way/1098298708,NH60,555,138.8,154.5,15.7,Dhule,Sindkhede,29.11,70.89,71.17,70.97,Fair
MA-NH48-SEG-0820,NH48 Segment 820,way/851569854,NH48,820,94.5,116.3,21.8,Kolhapur,Gaganbawda,29.03,70.97,70.98,70.97,Fair
MA-NH160-SEG-0396,NH160 Segment 396,way/1291999643,NH160,396,73.0,78.5,5.5,Pune,Shirur,29.07,70.93,71.08,70.97,Fair
MA-NH561A-SEG-0245,NH561A Segment 245,way/1353312707,NH561A,245,46.2,61.2,15.0,Pune,Baramati,29.27,70.73,71.53,70.97,Fair
MA-NH166-SEG-0467,NH166 Segment 467,way/1257423221,NH166,467,132.7,148.0,15.3,Nagpur,Bhiwapur,29.04,70.96,70.96,70.96,Fair
MA-NH166G-SEG-0009,NH166G Segment 9,way/302634745,NH166G,9,152.7,174.0,21.3,Nashik,Nashik,29.08,70.92,71.07,70.96,Fair
MA-NH753C-SEG-0067,NH753C Segment 67,way/840332178,NH753C,67,15.5,26.1,10.6,Solapur,Mangalwedha,29.0,71.0,70.87,70.96,Fair
MA-NH166-SEG-0483,NH166 Segment 483,way/1257438774,NH166,483,93.1,114.1,21.0,Pune,Indapur,29.01,70.99,70.9,70.96,Fair
MA-NH44-SEG-0317,NH44 Segment 317,way/816803756,NH44,317,179.0,191.6,12.6,Satara,Satara,28.96,71.04,70.76,70.96,Fair
MA-NH166A-SEG-0001,NH166A Segment 1,way/30889522,NH166A,1,103.0,113.2,10.2,Nashik,Peth,29.07,70.93,70.98,70.95,Fair
MA-NH353C-SEG-0061,NH353C Segment 61,way/311079837,NH353C,61,67.0,76.8,9.8,Satara,Khandala,29.02,70.98,70.89,70.95,Fair
MA-NH53-SEG-0391,NH53 Segment 391,way/866526170,NH53,391,103.2,112.5,9.3,Kolhapur,Gadhinglaj,29.12,70.88,71.12,70.95,Fair
MA-NH965G-SEG-0183,NH965G Segment 183,way/1473873858,NH965G,183,152.5,166.1,13.6,Nagpur,Parseoni,29.13,70.87,71.11,70.94,Fair
MA-NH52-SEG-0383,NH52 Segment 383,way/978868498,NH52,383,121.8,140.7,18.9,Pune,Junnar,29.02,70.98,70.84,70.94,Fair
MA-NH53-SEG-1114,NH53 Segment 1114,way/1354923058,NH53,1114,123.7,138.1,14.4,Dhule,Sakri,29.07,70.93,70.95,70.94,Fair
MA-NH48-SEG-0873,NH48 Segment 873,way/956385820,NH48,873,167.6,183.4,15.8,Pune,Mulshi,29.38,70.62,71.67,70.94,Fair
MA-NH361-SEG-0008,NH361 Segment 8,way/182936903,NH361,8,103.8,120.1,16.3,Nagpur,Ramtek,29.09,70.91,71.01,70.94,Fair
MA-NH160B-SEG-0008,NH160B Segment 8,way/1285452329,NH160B,8,76.4,94.4,18.0,Nashik,Baglan,29.08,70.92,70.97,70.94,Fair
MA-NH848-SEG-0152,NH848 Segment 152,way/1285446653,NH848,152,126.3,143.7,17.4,Kolhapur,Hatkanangle,28.97,71.03,70.69,70.93,Fair
MA-NH48-SEG-0466,NH48 Segment 466,way/227937848,NH48,466,132.6,152.9,20.3,Nashik,Sinnar,29.09,70.91,70.99,70.93,Fair
MA-NH160-SEG-0215,NH160 Segment 215,way/1230123642,NH160,215,13.4,34.6,21.2,Nashik,Niphad,29.06,70.94,70.91,70.93,Fair
MA-NH52-SEG-0461,NH52 Segment 461,way/1115082784,NH52,461,24.1,38.0,13.9,Dhule,Shirpur,29.16,70.84,71.13,70.93,Fair
MA-NH465-SEG-0007,NH465 Segment 7,way/297805740,NH465,7,14.5,33.1,18.6,Solapur,Mohol,29.12,70.88,71.02,70.92,Fair
MA-NH47-SEG-0157,NH47 Segment 157,way/1316297196,NH47,157,98.1,112.4,14.3,Satara,Phaltan,29.11,70.89,70.98,70.92,Fair
MA-NH53-SEG-1077,NH53 Segment 1077,way/1354577370,NH53,1077,79.8,84.9,5.1,Satara,Man,29.11,70.89,71.0,70.92,Fair
MA-NH353C-SEG-0055,NH353C Segment 55,way/309991691,NH353C,55,5.2,22.5,17.3,Solapur,Solapur South,29.02,70.98,70.77,70.92,Fair
MA-NH548C-SEG-0142,NH548C Segment 142,way/425723562,NH548C,142,114.6,125.0,10.4,Satara,Man,29.09,70.91,70.93,70.92,Fair
MA-NH160-SEG-0454,NH160 Segment 454,way/1475470930,NH160,454,149.3,157.1,7.8,Nashik,Peth,29.15,70.85,71.04,70.91,Fair
MA-NH361-SEG-0444,NH361 Segment 444,way/1033404179,NH361,444,180.0,197.0,17.0,Satara,Khatav,29.23,70.77,71.21,70.9,Fair
MA-NH361-SEG-0690,NH361 Segment 690,way/1353374895,NH361,690,79.2,102.3,23.1,Nagpur,Parseoni,29.05,70.95,70.77,70.9,Fair
MA-NH48-SEG-1093,NH48 Segment 1093,way/1285079436,NH48,1093,142.8,149.6,6.8,Solapur,Pandharpur,29.1,70.9,70.91,70.9,Fair
MA-NH52-SEG-0861,NH52 Segment 861,way/1354594325,NH52,861,83.8,99.4,15.6,Solapur,Sangola,29.09,70.91,70.83,70.89,Fair
MA-NH752E-SEG-0068,NH752E Segment 68,way/1462541706,NH752E,68,4.5,13.3,8.8,Nashik,Chandwad,29.16,70.84,71.02,70.89,Fair
MA-NH48-SEG-0229,NH48 Segment 229,way/173042802,NH48,229,104.3,123.8,19.5,Pune,Mulshi,29.16,70.84,71.02,70.89,Fair
MA-NH60-SEG-0465,NH60 Segment 465,way/210788835,NH60,85,182.8,196.1,13.3,Dhule,Sakri,29.16,70.84,70.96,70.88,Fair
MA-NH48-SEG-0979,NH48 Segment 979,way/1153419896,NH48,979,142.8,149.7,6.9,Solapur,Akkalkot,29.17,70.83,70.98,70.88,Fair
MA-NH52-SEG-0191,NH52 Segment 191,way/883813808,NH52,191,183.3,191.9,8.6,Nagpur,Umred,29.1,70.9,70.84,70.88,Fair
MA-NH44-SEG-0292,NH44 Segment 292,way/816803731,NH44,292,188.3,208.0,19.7,Raigad,Roha,29.03,70.97,70.66,70.88,Fair
MA-NH753A-SEG-0109,NH753A Segment 109,way/845372454,NH753A,109,60.6,67.9,7.3,Nagpur,Savner,29.17,70.83,70.96,70.87,Fair
MA-NH752G-SEG-0120,NH752G Segment 120,way/905728254,NH752G,120,91.9,112.0,20.1,Kolhapur,Gadhinglaj,29.37,70.63,71.42,70.87,Fair
MA-NH161-SEG-0438,NH161 Segment 438,way/1353882832,NH161,438,144.1,161.6,17.5,Dhule,Dhule,29.21,70.79,71.07,70.87,Fair
MA-NH52-SEG-0828,NH52 Segment 828,way/1353938387,NH52,828,64.6,72.8,8.2,Satara,Mahabaleshwar,29.13,70.87,70.84,70.86,Fair
MA-NH60-SEG-0715,NH60 Segment 715,way/1271726857,NH60,715,5.2,13.9,8.7,Dhule,Sindkhede,29.18,70.82,70.91,70.85,Fair
MA-NH166-SEG-0501,NH166 Segment 501,way/1257451743,NH166,501,34.9,57.8,22.9,Satara,Man,29.18,70.82,70.91,70.85,Fair
MA-NH53-SEG-1196,NH53 Segment 1196,way/1355133975,NH53,1196,61.2,70.0,8.8,Raigad,Sudhagad,28.89,71.11,70.24,70.85,Fair
MA-NH965-SEG-0180,NH965 Segment 180,way/1314746730,NH965,180,118.5,129.9,11.4,Nashik,Sinnar,29.02,70.98,70.52,70.84,Fair
MA-NH161-SEG-0125,NH161 Segment 125,way/1235792572,NH161,125,45.5,60.4,14.9,Nashik,Peth,29.19,70.81,70.91,70.84,Fair
MA-NH61-SEG-0129,NH61 Segment 129,way/568499066,NH61,129,76.6,81.9,5.3,Nagpur,Narkhed,29.13,70.87,70.76,70.84,Fair
MA-NH44-SEG-0065,NH44 Segment 65,way/182450926,NH44,65,8.6,31.9,23.3,Satara,Satara,29.21,70.79,70.95,70.84,Fair
MA-NH48-SEG-1324,NH48 Segment 1324,way/1434364816,NH48,1324,193.1,207.0,13.9,Pune,Junnar,29.22,70.78,70.94,70.83,Fair
MA-NH753F-SEG-0113,NH753F Segment 113,way/220858695,NH753F,113,42.1,53.5,11.4,Kolhapur,Gadhinglaj,29.22,70.78,70.94,70.83,Fair
MA-NH348-SEG-0057,NH348 Segment 57,way/813184250,NH348,57,175.6,186.2,10.6,Solapur,Mangalwedha,29.16,70.84,70.76,70.82,Fair
