road_id,name,nh_number,segment_start_km,segment_end_km,jurisdiction,category,length_km,lane_count,surface_type,year_constructed,last_major_rehab_year,status,geometry,notes,state,district,taluka,region_type,terrain_type,slope_category,monsoon_rainfall_category,landslide_prone,flood_prone,ghat_section_flag,tourism_route_flag,elevation_m,avg_daily_traffic,truck_percentage,peak_hour_traffic,traffic_weight,seasonal_variation
MA-NH160-SEG-0250,NH160 Segment 250,NH160,171.3,177,State PWD,Urban,5.7,4,bitumen,2015,2016,under_construction,LINESTRING(...),,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,123.9,26277,32.6,3147,2,"{""M1"":0.95,""M2"":1.02,""M3"":1.0,""M4"":0.95,""M5"":1.13,""M6"":0.97,""M7"":1.09,""M8"":1.06,""M9"":0.85,""M10"":1.02,""M11"":1.12,""M12"":1.07}"
MA-SH50-SEG-0251,SH50 Segment 251,SH50,181.4,198.5,NHAI,National,17.1,4,gravel,2006,2022,active,LINESTRING(...),,Maharashtra,Nagpur,Kamptee,plain,plain,flat,medium,FALSE,FALSE,FALSE,TRUE,43.6,5551,11.1,361,1,"{""M1"":0.84,""M2"":0.96,""M3"":1.0,""M4"":1.07,""M5"":1.12,""M6"":0.95,""M7"":1.18,""M8"":1.2,""M9"":0.93,""M10"":0.8,""M11"":1.12,""M12"":0.97}"
MA-NH60-SEG-0252,NH60 Segment 252,NH60,76.9,84.8,PMGSY,Inter-State,7.9,4,bitumen,2012,,under_construction,LINESTRING(...),,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,TRUE,FALSE,TRUE,FALSE,1106.1,10845,33.8,923,1.5,"{""M1"":1.03,""M2"":1.04,""M3"":1.02,""M4"":0.89,""M5"":0.99,""M6"":1.13,""M7"":1.17,""M8"":0.95,""M9"":0.92,""M10"":0.92,""M11"":0.83,""M12"":1.08}"
MA-NH48-SEG-0253,NH48 Segment 253,NH48,53.9,73.4,Municipality,National,19.5,2,concrete,2018,,under_construction,LINESTRING(...),,Maharashtra,Pune,Bhor,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,142.1,24662,31.5,2398,2,"{""M1"":0.97,""M2"":1.15,""M3"":1.13,""M4"":0.96,""M5"":0.87,""M6"":1.17,""M7"":1.14,""M8"":1.14,""M9"":1.06,""M10"":0.82,""M11"":0.97,""M12"":0.89}"
MA-NH60-SEG-0254,NH60 Segment 254,NH60,104.3,121.4,Municipality,Inter-State,17.1,6,bitumen,2019,,under_construction,LINESTRING(...),,Maharashtra,Satara,Patan,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,802.3,5398,33,490,1,"{""M1"":1.14,""M2"":1.16,""M3"":0.9,""M4"":1.1,""M5"":1.14,""M6"":1.19,""M7"":0.82,""M8"":0.86,""M9"":0.91,""M10"":1.09,""M11"":0.81,""M12"":0.86}"
MA-SH60-SEG-0255,SH60 Segment 255,SH60,118.3,132.6,Municipality,National,14.3,4,concrete,2005,,active,LINESTRING(...),,Maharashtra,Kolhapur,Panhala,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,922.2,6321,17.6,638,1,"{""M1"":0.97,""M2"":1.08,""M3"":1.12,""M4"":0.95,""M5"":1.13,""M6"":1.15,""M7"":0.82,""M8"":0.98,""M9"":0.94,""M10"":1.0,""M11"":1.18,""M12"":0.92}"
MA-NH60-SEG-0256,NH60 Segment 256,NH60,101.8,115.9,PMGSY,Inter-State,14.1,4,earthen,2014,2010,under_construction,LINESTRING(...),,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,TRUE,FALSE,TRUE,FALSE,634.2,4205,10.5,284,0.5,"{""M1"":1.14,""M2"":0.85,""M3"":0.96,""M4"":0.88,""M5"":1.04,""M6"":1.19,""M7"":1.13,""M8"":0.8,""M9"":1.2,""M10"":1.12,""M11"":1.07,""M12"":0.85}"
MA-SH60-SEG-0257,SH60 Segment 257,SH60,4,25.5,State PWD,Urban,21.5,6,earthen,2010,2010,active,LINESTRING(...),,Maharashtra,Kolhapur,Radhanagari,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,664.9,7425,22.5,693,1,"{""M1"":1.19,""M2"":0.82,""M3"":1.17,""M4"":1.05,""M5"":1.1,""M6"":0.98,""M7"":0.97,""M8"":0.87,""M9"":0.92,""M10"":1.05,""M11"":1.18,""M12"":1.15}"
MA-NH60-SEG-0258,NH60 Segment 258,NH60,142.3,158.4,PMGSY,State,16.1,4,gravel,2000,2020,active,LINESTRING(...),,Maharashtra,Nagpur,Kamptee,plain,plain,flat,medium,FALSE,FALSE,FALSE,TRUE,124.8,7150,28.8,753,1,"{""M1"":1.16,""M2"":1.11,""M3"":1.14,""M4"":0.98,""M5"":0.97,""M6"":0.86,""M7"":1.01,""M8"":0.87,""M9"":0.92,""M10"":0.86,""M11"":1.01,""M12"":1.15}"
MA-NH160-SEG-0259,NH160 Segment 259,NH160,91.5,100.7,NHAI,Urban,9.2,2,gravel,2008,,active,LINESTRING(...),,Maharashtra,Nashik,Sinnar,ghat,steep,steep,medium,TRUE,FALSE,TRUE,FALSE,1004.9,9563,35.3,712,1,"{""M1"":1.01,""M2"":1.15,""M3"":1.06,""M4"":1.15,""M5"":0.8,""M6"":0.92,""M7"":1.1,""M8"":1.11,""M9"":1.16,""M10"":1.19,""M11"":0.93,""M12"":1.04}"
MA-NH48-SEG-0260,NH48 Segment 260,NH48,165.7,177.9,State PWD,Inter-State,12.2,6,gravel,2017,2012,under_construction,LINESTRING(...),,Maharashtra,Dhule,Sakri,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,361.4,6159,36.9,717,1,"{""M1"":0.91,""M2"":0.97,""M3"":0.83,""M4"":1.07,""M5"":1.01,""M6"":0.92,""M7"":0.87,""M8"":0.96,""M9"":1.15,""M10"":1.18,""M11"":0.99,""M12"":0.84}"
MA-NH60-SEG-0261,NH60 Segment 261,NH60,25.2,44.9,Municipality,Inter-State,19.7,6,concrete,2008,,under_construction,LINESTRING(...),,Maharashtra,Kolhapur,Panhala,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,683.6,7806,13.4,860,1,"{""M1"":0.93,""M2"":1.08,""M3"":1.18,""M4"":0.86,""M5"":1.1,""M6"":0.89,""M7"":0.97,""M8"":1.0,""M9"":1.05,""M10"":1.05,""M11"":1.14,""M12"":0.9}"
MA-NH160-SEG-0262,NH160 Segment 262,NH160,1,25.5,PMGSY,Inter-State,24.5,6,concrete,2017,,active,LINESTRING(...),,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,1090.1,10816,27,1105,1.5,"{""M1"":1.0,""M2"":1.05,""M3"":0.96,""M4"":0.88,""M5"":1.12,""M6"":1.13,""M7"":0.88,""M8"":1.1,""M9"":1.17,""M10"":0.81,""M11"":1.02,""M12"":1.1}"
MA-NH65-SEG-0263,NH65 Segment 263,NH65,116.8,123.4,PMGSY,State,6.6,4,earthen,2016,2015,active,LINESTRING(...),,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,724.1,8732,34.4,992,1,"{""M1"":1.11,""M2"":0.85,""M3"":1.15,""M4"":1.15,""M5"":0.97,""M6"":1.03,""M7"":0.91,""M8"":1.07,""M9"":1.04,""M10"":1.0,""M11"":0.86,""M12"":1.16}"
MA-SH60-SEG-0264,SH60 Segment 264,SH60,61,71.8,NHAI,National,10.8,4,bitumen,2009,,active,LINESTRING(...),,Maharashtra,Sindhudurg,Sawantwadi,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,230,7273,38.7,614,1,"{""M1"":0.88,""M2"":1.09,""M3"":1.14,""M4"":0.85,""M5"":0.99,""M6"":1.14,""M7"":1.04,""M8"":0.94,""M9"":1.1,""M10"":0.84,""M11"":1.11,""M12"":1.16}"
MA-NH48-SEG-0265,NH48 Segment 265,NH48,94.4,101.1,PMGSY,Urban,6.7,2,bitumen,2020,2020,active,LINESTRING(...),,Maharashtra,Pune,Mulshi,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,379.4,16887,36.6,1663,1.5,"{""M1"":0.82,""M2"":1.18,""M3"":0.85,""M4"":0.89,""M5"":0.94,""M6"":1.13,""M7"":1.05,""M8"":0.98,""M9"":0.86,""M10"":1.11,""M11"":0.86,""M12"":1.09}"
MA-SH60-SEG-0266,SH60 Segment 266,SH60,8.5,24.7,NHAI,State,16.2,2,earthen,2009,,active,LINESTRING(...),,Maharashtra,Satara,Patan,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,990.9,9584,34.6,1137,1,"{""M1"":1.01,""M2"":0.92,""M3"":1.13,""M4"":0.98,""M5"":0.84,""M6"":0.83,""M7"":1.13,""M8"":0.8,""M9"":0.84,""M10"":1.01,""M11"":0.8,""M12"":0.85}"
MA-SH50-SEG-0267,SH50 Segment 267,SH50,60.6,84.4,NHAI,National,23.8,2,concrete,2016,2015,under_construction,LINESTRING(...),,Maharashtra,Kolhapur,Radhanagari,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,1007.2,6919,14.8,781,1,"{""M1"":0.99,""M2"":1.1,""M3"":1.17,""M4"":1.15,""M5"":0.85,""M6"":0.84,""M7"":0.8,""M8"":1.18,""M9"":0.86,""M10"":0.86,""M11"":0.98,""M12"":0.92}"
MA-SH60-SEG-0268,SH60 Segment 268,SH60,174.2,184.3,Municipality,Urban,10.1,2,earthen,2022,,active,LINESTRING(...),,Maharashtra,Nashik,Igatpuri,ghat,steep,steep,medium,TRUE,FALSE,TRUE,TRUE,961.7,11517,29.4,1226,1.5,"{""M1"":0.85,""M2"":1.03,""M3"":0.89,""M4"":0.85,""M5"":0.88,""M6"":1.02,""M7"":0.88,""M8"":0.98,""M9"":1.06,""M10"":1.12,""M11"":0.9,""M12"":0.9}"
MA-SH50-SEG-0269,SH50 Segment 269,SH50,89.2,106.4,PMGSY,State,17.2,6,gravel,2014,2020,under_construction,LINESTRING(...),,Maharashtra,Satara,Karad,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,784.5,9938,14.1,1052,1,"{""M1"":0.89,""M2"":1.18,""M3"":1.07,""M4"":1.13,""M5"":0.88,""M6"":0.88,""M7"":1.06,""M8"":0.81,""M9"":1.09,""M10"":0.86,""M11"":1.03,""M12"":1.12}"
MA-NH160-SEG-0270,NH160 Segment 270,NH160,53.9,73.6,Municipality,Inter-State,19.7,4,gravel,2021,2018,under_construction,LINESTRING(...),,Maharashtra,Pune,Mulshi,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,469.9,17540,29.9,1541,1.5,"{""M1"":0.81,""M2"":0.89,""M3"":0.83,""M4"":1.02,""M5"":1.08,""M6"":1.09,""M7"":1.1,""M8"":0.82,""M9"":1.11,""M10"":1.07,""M11"":1.0,""M12"":0.99}"
MA-SH60-SEG-0271,SH60 Segment 271,SH60,150.2,166.6,Municipality,State,16.4,4,concrete,2005,,under_construction,LINESTRING(...),,Maharashtra,Raigad,Mahad,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,151.7,12328,38.3,1038,1.5,"{""M1"":0.86,""M2"":0.81,""M3"":0.88,""M4"":0.8,""M5"":0.82,""M6"":0.99,""M7"":0.82,""M8"":0.9,""M9"":0.82,""M10"":0.82,""M11"":1.02,""M12"":1.08}"
MA-NH48-SEG-0272,NH48 Segment 272,NH48,145,152.2,NHAI,Urban,7.2,4,gravel,2009,,active,LINESTRING(...),,Maharashtra,Kolhapur,Panhala,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,911.5,8487,25.5,811,1,"{""M1"":1.04,""M2"":0.94,""M3"":1.04,""M4"":0.93,""M5"":1.06,""M6"":0.95,""M7"":0.88,""M8"":0.92,""M9"":1.07,""M10"":0.84,""M11"":1.06,""M12"":1.14}"
MA-NH60-SEG-0273,NH60 Segment 273,NH60,6.8,18.7,PMGSY,Inter-State,11.9,4,bitumen,2020,2020,active,LINESTRING(...),,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,866.7,6499,37.3,712,1,"{""M1"":1.03,""M2"":1.17,""M3"":0.96,""M4"":1.2,""M5"":0.87,""M6"":1.0,""M7"":0.86,""M8"":0.87,""M9"":1.04,""M10"":1.04,""M11"":1.1,""M12"":0.98}"
MA-NH48-SEG-0274,NH48 Segment 274,NH48,61.4,79.2,PMGSY,National,17.8,4,concrete,2010,2008,under_construction,LINESTRING(...),,Maharashtra,Nagpur,Umred,plain,plain,flat,medium,FALSE,FALSE,FALSE,TRUE,263.1,5794,25.3,410,1,"{""M1"":0.98,""M2"":0.96,""M3"":0.94,""M4"":1.17,""M5"":0.84,""M6"":0.92,""M7"":0.96,""M8"":0.98,""M9"":1.0,""M10"":0.99,""M11"":1.16,""M12"":1.12}"
MA-SH50-SEG-0275,SH50 Segment 275,SH50,166.7,177.6,PMGSY,State,10.9,2,concrete,2000,,active,LINESTRING(...),,Maharashtra,Raigad,Shrivardhan,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,598.9,6639,24.3,459,1,"{""M1"":1.19,""M2"":0.88,""M3"":1.08,""M4"":1.17,""M5"":0.97,""M6"":1.0,""M7"":1.07,""M8"":1.1,""M9"":1.11,""M10"":1.09,""M11"":0.87,""M12"":1.04}"
MA-NH60-SEG-0276,NH60 Segment 276,NH60,36.4,54.3,NHAI,Inter-State,17.9,2,bitumen,2009,,under_construction,LINESTRING(...),,Maharashtra,Satara,Karad,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,867.3,9905,13.9,1167,1,"{""M1"":1.17,""M2"":1.08,""M3"":0.86,""M4"":0.93,""M5"":0.84,""M6"":1.18,""M7"":0.95,""M8"":1.2,""M9"":0.82,""M10"":0.83,""M11"":0.88,""M12"":0.83}"
MA-NH160-SEG-0277,NH160 Segment 277,NH160,118,137.3,PMGSY,Urban,19.3,2,gravel,2021,,active,LINESTRING(...),,Maharashtra,Satara,Karad,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,1098.7,4251,26.6,461,0.5,"{""M1"":1.13,""M2"":0.98,""M3"":1.06,""M4"":0.87,""M5"":0.88,""M6"":0.85,""M7"":0.81,""M8"":0.87,""M9"":0.9,""M10"":0.92,""M11"":1.04,""M12"":0.95}"
MA-SH60-SEG-0278,SH60 Segment 278,SH60,46.1,60.7,State PWD,Inter-State,14.6,4,gravel,2018,2010,active,LINESTRING(...),,Maharashtra,Pune,Mulshi,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,357,23044,19.2,1493,2,"{""M1"":0.93,""M2"":1.0,""M3"":1.02,""M4"":1.07,""M5"":1.11,""M6"":1.19,""M7"":1.16,""M8"":0.83,""M9"":0.93,""M10"":0.82,""M11"":0.94,""M12"":0.87}"
MA-NH65-SEG-0279,NH65 Segment 279,NH65,132.4,137.9,PMGSY,Urban,5.5,6,earthen,2016,2015,under_construction,LINESTRING(...),,Maharashtra,Nagpur,Umred,plain,plain,flat,medium,FALSE,FALSE,FALSE,TRUE,558.8,6545,28.9,760,1,"{""M1"":0.83,""M2"":1.17,""M3"":0.89,""M4"":1.14,""M5"":0.99,""M6"":1.16,""M7"":0.97,""M8"":0.86,""M9"":0.84,""M10"":1.01,""M11"":1.2,""M12"":0.99}"
MA-NH48-SEG-0280,NH48 Segment 280,NH48,89.4,112.9,State PWD,Inter-State,23.5,6,concrete,2001,2014,under_construction,LINESTRING(...),,Maharashtra,Dhule,Sakri,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,380.9,4464,20.2,460,0.5,"{""M1"":0.89,""M2"":0.97,""M3"":1.13,""M4"":0.85,""M5"":1.11,""M6"":0.86,""M7"":1.11,""M8"":0.99,""M9"":0.88,""M10"":1.13,""M11"":1.02,""M12"":1.02}"
MA-NH65-SEG-0281,NH65 Segment 281,NH65,43.4,51.3,NHAI,State,7.9,2,bitumen,2022,2009,under_construction,LINESTRING(...),,Maharashtra,Pune,Bhor,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,394.1,15355,31.9,1065,1.5,"{""M1"":1.19,""M2"":1.1,""M3"":1.16,""M4"":0.85,""M5"":0.84,""M6"":1.08,""M7"":0.92,""M8"":1.16,""M9"":1.06,""M10"":0.96,""M11"":0.86,""M12"":0.97}"
MA-NH160-SEG-0282,NH160 Segment 282,NH160,57.4,65.6,State PWD,State,8.2,4,earthen,2018,,under_construction,LINESTRING(...),,Maharashtra,Solapur,Pandharpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,75.9,6828,29,555,1,"{""M1"":0.81,""M2"":0.97,""M3"":1.12,""M4"":0.97,""M5"":0.88,""M6"":0.91,""M7"":1.1,""M8"":0.92,""M9"":0.96,""M10"":1.08,""M11"":0.86,""M12"":1.04}"
MA-NH65-SEG-0283,NH65 Segment 283,NH65,35.4,51.7,Municipality,Inter-State,16.3,4,concrete,2004,,active,LINESTRING(...),,Maharashtra,Satara,Mahabaleshwar,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,1051,4780,14.5,543,0.5,"{""M1"":1.05,""M2"":0.85,""M3"":0.86,""M4"":1.09,""M5"":0.91,""M6"":1.16,""M7"":1.12,""M8"":1.14,""M9"":1.11,""M10"":1.09,""M11"":1.02,""M12"":1.0}"
MA-NH60-SEG-0284,NH60 Segment 284,NH60,134.7,151.6,NHAI,Urban,16.9,2,earthen,2020,,active,LINESTRING(...),,Maharashtra,Satara,Mahabaleshwar,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,741,9494,21.6,918,1,"{""M1"":1.09,""M2"":0.89,""M3"":1.17,""M4"":0.98,""M5"":0.98,""M6"":1.11,""M7"":1.09,""M8"":0.98,""M9"":0.97,""M10"":1.14,""M11"":0.95,""M12"":0.86}"
MA-NH65-SEG-0285,NH65 Segment 285,NH65,32.5,38.1,NHAI,Urban,5.6,4,gravel,2010,2015,under_construction,LINESTRING(...),,Maharashtra,Nagpur,Kamptee,plain,plain,flat,medium,FALSE,FALSE,FALSE,FALSE,543.4,4235,11.8,382,0.5,"{""M1"":0.98,""M2"":1.11,""M3"":0.8,""M4"":0.91,""M5"":0.9,""M6"":0.99,""M7"":0.89,""M8"":0.9,""M9"":1.0,""M10"":1.05,""M11"":0.87,""M12"":1.08}"
MA-NH65-SEG-0286,NH65 Segment 286,NH65,187.8,201,State PWD,Inter-State,13.2,2,gravel,2003,,active,LINESTRING(...),,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,466.1,28918,29.3,2774,2,"{""M1"":1.05,""M2"":1.16,""M3"":1.17,""M4"":0.87,""M5"":1.16,""M6"":1.08,""M7"":0.96,""M8"":0.98,""M9"":0.9,""M10"":1.01,""M11"":1.16,""M12"":0.87}"
MA-NH65-SEG-0287,NH65 Segment 287,NH65,191.2,196.6,Municipality,National,5.4,4,concrete,2005,2018,active,LINESTRING(...),,Maharashtra,Pune,Mulshi,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,249.6,19417,35.4,2298,1.5,"{""M1"":0.86,""M2"":0.98,""M3"":0.95,""M4"":1.16,""M5"":0.82,""M6"":1.15,""M7"":0.91,""M8"":1.12,""M9"":0.86,""M10"":0.86,""M11"":1.08,""M12"":0.83}"
MA-NH65-SEG-0288,NH65 Segment 288,NH65,119.4,132.2,NHAI,Inter-State,12.8,6,bitumen,2011,2017,under_construction,LINESTRING(...),,Maharashtra,Dhule,Dhule,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,596.9,6378,40.5,510,1,"{""M1"":1.16,""M2"":1.11,""M3"":1.19,""M4"":1.01,""M5"":1.0,""M6"":0.82,""M7"":0.97,""M8"":0.96,""M9"":0.94,""M10"":1.05,""M11"":0.87,""M12"":1.11}"
MA-NH48-SEG-0289,NH48 Segment 289,NH48,47.8,66.4,Municipality,Inter-State,18.6,4,concrete,2015,2011,under_construction,LINESTRING(...),,Maharashtra,Raigad,Alibag,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,283.2,11213,38.9,878,1.5,"{""M1"":1.13,""M2"":0.96,""M3"":0.84,""M4"":0.94,""M5"":1.13,""M6"":1.17,""M7"":0.83,""M8"":1.13,""M9"":1.12,""M10"":1.16,""M11"":1.02,""M12"":0.99}"
MA-SH60-SEG-0290,SH60 Segment 290,SH60,178,189.4,State PWD,National,11.4,4,bitumen,2010,,active,LINESTRING(...),,Maharashtra,Nashik,Sinnar,ghat,steep,steep,medium,TRUE,FALSE,TRUE,FALSE,741.5,6264,18.9,500,1,"{""M1"":0.82,""M2"":1.1,""M3"":0.94,""M4"":1.18,""M5"":1.15,""M6"":1.17,""M7"":1.05,""M8"":0.84,""M9"":0.9,""M10"":0.96,""M11"":1.16,""M12"":0.85}"
MA-NH65-SEG-0291,NH65 Segment 291,NH65,155.3,163.7,PMGSY,National,8.4,6,gravel,2013,2015,under_construction,LINESTRING(...),,Maharashtra,Kolhapur,Panhala,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,844.7,11414,31.5,1178,1.5,"{""M1"":1.12,""M2"":1.0,""M3"":0.85,""M4"":0.88,""M5"":0.88,""M6"":0.81,""M7"":0.93,""M8"":1.0,""M9"":1.15,""M10"":1.18,""M11"":1.2,""M12"":1.04}"
MA-NH65-SEG-0292,NH65 Segment 292,NH65,10.5,22.9,State PWD,Urban,12.4,2,earthen,2007,2018,under_construction,LINESTRING(...),,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,1189.1,4391,31.2,386,0.5,"{""M1"":1.11,""M2"":1.17,""M3"":1.01,""M4"":1.02,""M5"":1.01,""M6"":0.86,""M7"":1.17,""M8"":1.0,""M9"":1.01,""M10"":0.98,""M11"":0.8,""M12"":1.1}"
MA-NH48-SEG-0293,NH48 Segment 293,NH48,1.5,25.2,NHAI,National,23.7,2,bitumen,2020,2012,active,LINESTRING(...),,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,468.2,16510,21.9,1262,1.5,"{""M1"":1.04,""M2"":0.97,""M3"":0.92,""M4"":0.93,""M5"":1.08,""M6"":0.93,""M7"":0.97,""M8"":0.99,""M9"":1.19,""M10"":0.85,""M11"":1.17,""M12"":1.0}"
MA-NH160-SEG-0294,NH160 Segment 294,NH160,147.7,161.7,NHAI,State,14,6,earthen,2009,2013,under_construction,LINESTRING(...),,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,124.3,24467,27.1,2340,2,"{""M1"":1.04,""M2"":1.03,""M3"":0.86,""M4"":1.19,""M5"":1.08,""M6"":0.88,""M7"":1.2,""M8"":0.91,""M9"":0.9,""M10"":1.07,""M11"":1.06,""M12"":0.91}"
MA-SH50-SEG-0295,SH50 Segment 295,SH50,191.3,210.2,Municipality,National,18.9,6,earthen,2007,2008,under_construction,LINESTRING(...),,Maharashtra,Satara,Mahabaleshwar,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,794.1,8167,19.7,555,1,"{""M1"":1.07,""M2"":0.9,""M3"":0.86,""M4"":0.87,""M5"":0.86,""M6"":1.06,""M7"":1.06,""M8"":0.98,""M9"":1.02,""M10"":0.99,""M11"":1.15,""M12"":1.1}"
MA-NH48-SEG-0296,NH48 Segment 296,NH48,107.8,117.9,Municipality,Inter-State,10.1,4,gravel,2020,,active,LINESTRING(...),,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,809.5,7484,10.6,601,1,"{""M1"":0.97,""M2"":0.98,""M3"":0.81,""M4"":1.03,""M5"":1.06,""M6"":0.81,""M7"":0.87,""M8"":0.99,""M9"":1.04,""M10"":0.98,""M11"":1.17,""M12"":1.11}"
MA-NH160-SEG-0297,NH160 Segment 297,NH160,156,166.3,State PWD,National,10.3,2,gravel,2003,2017,under_construction,LINESTRING(...),,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,TRUE,FALSE,TRUE,FALSE,1029.5,7015,26.9,801,1,"{""M1"":0.88,""M2"":1.1,""M3"":0.98,""M4"":1.1,""M5"":1.05,""M6"":0.87,""M7"":1.17,""M8"":1.11,""M9"":1.08,""M10"":1.06,""M11"":0.89,""M12"":0.96}"
MA-NH65-SEG-0298,NH65 Segment 298,NH65,32.6,42.5,NHAI,State,9.9,6,concrete,2004,,active,LINESTRING(...),,Maharashtra,Solapur,Barshi,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,597.5,7030,11.7,504,1,"{""M1"":0.9,""M2"":1.19,""M3"":0.87,""M4"":0.93,""M5"":1.06,""M6"":1.17,""M7"":0.93,""M8"":0.97,""M9"":1.04,""M10"":0.97,""M11"":0.86,""M12"":0.8}"
MA-SH60-SEG-0299,SH60 Segment 299,SH60,8.7,19.1,NHAI,Urban,10.4,2,bitumen,2014,2009,under_construction,LINESTRING(...),,Maharashtra,Raigad,Shrivardhan,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,19.4,11706,13.3,1253,1.5,"{""M1"":1.1,""M2"":1.09,""M3"":0.92,""M4"":0.93,""M5"":1.01,""M6"":1.09,""M7"":1.03,""M8"":0.87,""M9"":1.12,""M10"":0.98,""M11"":1.1,""M12"":0.97}"
MA-NH160-SEG-0300,NH160 Segment 300,NH160,142.4,160,State PWD,National,17.6,2,bitumen,2012,,active,LINESTRING(...),,Maharashtra,Sindhudurg,Kankavli,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,542.8,14576,23.4,1167,1.5,"{""M1"":0.96,""M2"":0.97,""M3"":1.09,""M4"":1.1,""M5"":0.94,""M6"":1.05,""M7"":0.9,""M8"":1.11,""M9"":0.82,""M10"":0.94,""M11"":0.98,""M12"":1.01}"
MA-NH65-SEG-0301,NH65 Segment 301,NH65,16.5,37,NHAI,National,20.5,6,gravel,2008,2022,active,LINESTRING(...),,Maharashtra,Solapur,Barshi,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,144.8,6787,20.9,645,1,"{""M1"":0.8,""M2"":0.97,""M3"":0.97,""M4"":0.9,""M5"":0.99,""M6"":1.09,""M7"":0.86,""M8"":1.09,""M9"":0.81,""M10"":1.1,""M11"":0.86,""M12"":0.81}"
MA-NH65-SEG-0302,NH65 Segment 302,NH65,10.9,17.2,Municipality,Urban,6.3,6,earthen,2002,,under_construction,LINESTRING(...),,Maharashtra,Nagpur,Hingna,plain,plain,flat,medium,FALSE,FALSE,FALSE,FALSE,39.9,4366,23.1,473,0.5,"{""M1"":1.02,""M2"":1.08,""M3"":1.03,""M4"":1.17,""M5"":0.97,""M6"":1.05,""M7"":0.84,""M8"":0.81,""M9"":0.98,""M10"":1.2,""M11"":1.19,""M12"":0.83}"
MA-NH160-SEG-0303,NH160 Segment 303,NH160,163.5,175.2,Municipality,Urban,11.7,4,earthen,2020,,under_construction,LINESTRING(...),,Maharashtra,Satara,Karad,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,719.6,11422,41.3,961,1.5,"{""M1"":0.89,""M2"":0.96,""M3"":0.88,""M4"":0.83,""M5"":0.86,""M6"":0.94,""M7"":1.01,""M8"":0.91,""M9"":1.16,""M10"":0.97,""M11"":0.96,""M12"":1.12}"
