road_id,last_lidar_survey_date,lidar_source,point_density_pts_per_m2,lidar_quality_score,pothole_count,pothole_total_volume_m3,avg_pothole_depth_mm,max_pothole_depth_mm,pothole_areas_m2,avg_rut_depth_mm,max_rut_depth_mm,roughness_proxy,damaged_area_percent,scan_id,las_filename,potree_url
MA-SH50-SEG-0269,2025-08-20,mobile,292.5,73,49,3.396,121.2,237,"[1.068, 0.332, 0.603, 0.177, 0.871, 0.211, 0.089, 0.135, 0.095, 0.128, 0.559, 0.834, 0.988, 0.459, 0.349, 0.373, 0.757, 1.072, 0.275, 0.734, 0.548, 0.487, 0.494, 0.361, 0.371, 1.172, 0.477, 1.06, 1.184, 0.799, 0.392, 0.345, 1.061, 0.631, 0.388, 0.597, 0.632, 0.064, 0.674, 0.749, 0.388, 0.751, 0.292, 0.947, 0.736, 0.362, 0.831, 0.24, 0.311]",13.9,21.7,3.48,0.016,40c5d717-1b41-4801-8df1-b1f8c37047b3,40c5d717-1b41-4801-8df1-b1f8c37047b3.laz,https://potree.example.com/viewer/40c5d717-1b41-4801-8df1-b1f8c37047b3
MA-NH160-SEG-0270,2025-12-01,mobile,174.7,40,67,5.8056,132.1,246,"[0.208, 1.104, 0.784, 0.649, 0.392, 0.517, 0.232, 0.321, 1.182, 0.845, 0.943, 0.758, 0.427, 0.978, 0.882, 0.244, 0.532, 1.075, 0.975, 1.14, 0.829, 0.578, 1.03, 0.664, 0.964, 0.967, 0.092, 0.452, 0.969, 1.062, 0.216, 0.775, 1.146, 0.332, 0.502, 0.579, 0.758, 0.938, 0.276, 0.795, 0.401, 0.647, 0.726, 0.293, 0.364, 0.928, 0.527, 0.225, 0.613, 0.623, 0.391, 1.033, 0.325, 0.201, 1.148, 0.819, 0.568, 0.803, 0.174, 1.156, 0.584, 0.925, 0.469, 0.658, 0.151, 0.225, 0.083]",7.3,10.5,2.39,0.0219,219675d0-2733-48d7-9f2b-b090a525316a,219675d0-2733-48d7-9f2b-b090a525316a.laz,https://potree.example.com/viewer/219675d0-2733-48d7-9f2b-b090a525316a
MA-SH60-SEG-0271,2025-04-13,phone,31.8,40,35,3.5302,155.7,248,"[0.16, 0.818, 0.052, 1.054, 0.389, 1.09, 0.496, 0.846, 1.122, 0.824, 0.832, 0.188, 1.088, 0.43, 1.001, 0.298, 1.166, 0.096, 0.854, 0.373, 1.038, 0.197, 1.088, 0.888, 0.854, 0.825, 0.681, 0.259, 0.146, 1.016, 0.297, 0.32, 0.248, 0.675, 0.477]",7.3,11.1,3.39,0.0135,cbd6b1b5-3e87-4d7a-b39a-ff685d1bed39,cbd6b1b5-3e87-4d7a-b39a-ff685d1bed39.laz,https://potree.example.com/viewer/cbd6b1b5-3e87-4d7a-b39a-ff685d1bed39
MA-NH48-SEG-0272,2025-11-07,drone,429,100,11,0.9615,140.4,244,"[0.068, 0.37, 0.803, 0.576, 0.161, 0.292, 0.674, 0.644, 0.981, 1.065, 0.962]",14.8,24.3,3.48,0.0092,385aadfe-1556-4bec-a7c0-bf04534f6498,385aadfe-1556-4bec-a7c0-bf04534f6498.laz,https://potree.example.com/viewer/385aadfe-1556-4bec-a7c0-bf04534f6498
MA-NH60-SEG-0273,2025-10-26,drone,223.5,59,31,2.7377,151.8,245,"[0.78, 1.096, 0.412, 0.065, 0.282, 0.2, 0.488, 0.127, 0.937, 0.476, 0.947, 0.631, 0.416, 0.551, 1.099, 0.51, 1.056, 1.047, 1.008, 0.475, 0.414, 0.634, 0.378, 0.539, 0.344, 0.581, 0.169, 0.593, 0.555, 0.815, 0.966]",16.2,24.6,4.1,0.0156,9376abb0-3d3d-4a51-9767-3bcf67c59204,9376abb0-3d3d-4a51-9767-3bcf67c59204.laz,https://potree.example.com/viewer/9376abb0-3d3d-4a51-9767-3bcf67c59204
MA-NH48-SEG-0274,2025-10-23,phone,4.2,40,9,0.6179,142,223,"[0.069, 0.334, 0.6, 0.893, 1.089, 0.42, 0.146, 0.338, 1.061]",2.4,2.5,2.3,0.0028,e0bc0daf-21ff-4a55-9a26-5c1430fc1db2,e0bc0daf-21ff-4a55-9a26-5c1430fc1db2.laz,https://potree.example.com/viewer/e0bc0daf-21ff-4a55-9a26-5c1430fc1db2
MA-SH50-SEG-0275,2025-10-03,mobile,83.6,40,11,1.24,139.8,226,"[0.589, 1.199, 0.755, 1.108, 1.161, 0.403, 0.406, 0.686, 0.765, 1.134, 0.631]",9.9,16.8,2.36,0.0081,fe321054-35c6-468e-9fad-be79651ac04b,fe321054-35c6-468e-9fad-be79651ac04b.laz,https://potree.example.com/viewer/fe321054-35c6-468e-9fad-be79651ac04b
MA-NH60-SEG-0276,2025-12-20,mobile,188.7,55,61,6.3319,157.6,249,"[0.739, 0.695, 1.189, 0.123, 1.165, 0.744, 0.945, 0.9, 0.432, 0.669, 0.35, 0.992, 1.14, 0.404, 0.166, 0.068, 0.938, 0.486, 1.022, 0.817, 0.517, 0.229, 0.946, 0.572, 1.066, 0.963, 0.627, 0.786, 1.086, 0.471, 1.129, 0.926, 1.168, 0.613, 0.189, 0.229, 0.889, 0.306, 0.463, 0.686, 0.437, 1.05, 0.12, 0.711, 1.173, 0.237, 0.191, 0.09, 0.665, 0.509, 1.08, 0.42, 1.159, 0.803, 0.108, 0.509, 0.798, 0.951, 0.628, 0.759, 0.605]",7.8,8,2.74,0.0228,9197db14-0396-4041-bc4f-dd21bc8a46ad,9197db14-0396-4041-bc4f-dd21bc8a46ad.laz,https://potree.example.com/viewer/9197db14-0396-4041-bc4f-dd21bc8a46ad
MA-NH160-SEG-0277,2025-09-22,mobile,173.6,40,30,2.8276,139.1,237,"[0.604, 1.055, 0.239, 0.339, 1.024, 0.922, 0.661, 0.716, 0.834, 1.109, 0.8, 0.09, 0.078, 0.168, 1.02, 0.3, 0.52, 0.811, 1.0, 1.1, 1.027, 0.291, 0.105, 0.149, 0.447, 1.143, 0.587, 0.289, 0.133, 0.49]",11.5,15.2,2.36,0.0094,bd41059b-34fa-4258-ade2-b9c38dbf0aad,bd41059b-34fa-4258-ade2-b9c38dbf0aad.laz,https://potree.example.com/viewer/bd41059b-34fa-4258-ade2-b9c38dbf0aad
MA-SH60-SEG-0278,2025-09-18,mobile,90.9,40,90,8.056,132.6,249,"[0.08, 0.36, 0.852, 1.109, 0.775, 1.09, 0.792, 0.218, 0.513, 0.063, 0.431, 0.932, 1.139, 1.13, 0.52, 0.644, 0.387, 0.713, 0.992, 0.454, 0.276, 1.026, 0.41, 0.268, 1.161, 0.254, 0.658, 0.634, 1.046, 0.928, 0.175, 0.07, 0.673, 0.462, 0.833, 0.778, 1.2, 0.785, 0.907, 0.66, 0.333, 0.438, 0.843, 0.684, 1.165, 0.137, 0.263, 0.61, 0.355, 1.08, 0.83, 0.985, 0.715, 1.156, 0.85, 0.616, 1.035, 1.096, 0.067, 0.184, 1.172, 0.744, 0.439, 0.751, 0.99, 0.271, 0.081, 1.072, 0.55, 0.43, 1.049, 0.227, 1.165, 0.168, 0.848, 0.445, 0.286, 0.566, 0.775, 0.629, 0.156, 0.548, 0.126, 0.628, 0.759, 0.274, 1.181, 0.857, 0.78, 0.987]",9.1,9.8,3.24,0.0403,1de033dc-fd78-48cb-afab-0fa4cd6d316c,1de033dc-fd78-48cb-afab-0fa4cd6d316c.laz,https://potree.example.com/viewer/1de033dc-fd78-48cb-afab-0fa4cd6d316c
MA-NH65-SEG-0279,2025-03-07,phone,31,40,2,0.1583,79,120,"[1.188, 0.412]",2.3,2.8,0.94,0.0029,6690ffb6-3955-423e-9b44-01435cd0b6eb,6690ffb6-3955-423e-9b44-01435cd0b6eb.laz,https://potree.example.com/viewer/6690ffb6-3955-423e-9b44-01435cd0b6eb
MA-NH48-SEG-0280,2025-06-02,phone,10.2,40,9,0.6172,141.9,191,"[0.241, 0.577, 0.201, 0.365, 0.336, 0.372, 1.19, 0.499, 0.49]",1.5,2,1.35,0.0018,c0fe61d8-8aac-4bc7-9443-9d84d3b20ebc,c0fe61d8-8aac-4bc7-9443-9d84d3b20ebc.laz,https://potree.example.com/viewer/c0fe61d8-8aac-4bc7-9443-9d84d3b20ebc
MA-NH65-SEG-0281,2025-04-06,mobile,240.3,60,47,4.1681,134.1,246,"[0.395, 0.656, 0.504, 0.857, 0.715, 0.155, 0.927, 0.796, 0.558, 0.999, 0.098, 1.18, 0.05, 0.234, 0.868, 0.518, 0.626, 0.639, 1.175, 0.268, 1.196, 0.435, 0.977, 1.152, 1.18, 0.948, 1.128, 0.891, 0.161, 0.634, 0.39, 0.338, 0.387, 0.779, 0.997, 0.566, 0.309, 0.49, 1.014, 0.497, 0.82, 0.982, 0.73, 0.299, 1.186, 0.905, 0.068]",5.8,9.8,2.44,0.0401,6f6e7452-8746-47d4-a2ce-53fccf49f6fe,6f6e7452-8746-47d4-a2ce-53fccf49f6fe.laz,https://potree.example.com/viewer/6f6e7452-8746-47d4-a2ce-53fccf49f6fe
MA-NH160-SEG-0282,2025-07-10,mobile,180.9,52,5,0.4597,100.2,178,"[1.059, 1.127, 0.391, 1.113, 0.31]",3.6,6.2,1.36,0.0049,9fe516ca-69b6-48c5-993c-7ac085c7a59e,9fe516ca-69b6-48c5-993c-7ac085c7a59e.laz,https://potree.example.com/viewer/9fe516ca-69b6-48c5-993c-7ac085c7a59e
MA-NH65-SEG-0283,2025-02-25,drone,409.2,100,24,1.7495,128.9,231,"[0.487, 0.49, 0.195, 0.132, 0.721, 0.476, 0.752, 0.5, 0.706, 0.967, 0.808, 0.252, 0.938, 0.122, 0.347, 0.21, 0.289, 1.07, 0.621, 0.991, 0.94, 0.387, 1.126, 0.86]",15.8,17.2,3.6,0.0088,a41b2d10-7607-4e64-b37f-496801dad5a7,a41b2d10-7607-4e64-b37f-496801dad5a7.laz,https://potree.example.com/viewer/a41b2d10-7607-4e64-b37f-496801dad5a7
MA-NH60-SEG-0284,2025-08-19,mobile,226.2,52,64,4.892,128.8,230,"[0.104, 0.106, 0.461, 1.024, 0.451, 0.165, 0.425, 1.086, 0.402, 0.616, 0.353, 0.54, 0.753, 0.974, 0.274, 1.017, 0.565, 0.209, 0.879, 0.224, 0.094, 0.132, 0.458, 1.134, 0.404, 0.512, 0.94, 0.217, 1.041, 0.238, 0.843, 0.46, 0.488, 0.764, 0.636, 0.319, 0.677, 1.07, 0.127, 0.379, 1.123, 0.568, 0.33, 0.357, 0.061, 0.573, 0.642, 0.535, 0.386, 1.192, 0.693, 0.288, 0.252, 0.122, 0.619, 0.753, 1.198, 1.116, 0.487, 0.886, 0.616, 1.153, 1.056, 0.688]",12.2,16.9,3.19,0.022,231cec29-b70d-44b7-bf14-01c3f3a10aed,231cec29-b70d-44b7-bf14-01c3f3a10aed.laz,https://potree.example.com/viewer/231cec29-b70d-44b7-bf14-01c3f3a10aed
MA-NH65-SEG-0285,2025-05-18,mobile,197.5,54,3,0.2344,124,165,"[0.364, 0.237, 1.071]",1.5,2.2,1.88,0.003,36b07032-edac-4a8e-a5ae-a935b7064763,36b07032-edac-4a8e-a5ae-a935b7064763.laz,https://potree.example.com/viewer/36b07032-edac-4a8e-a5ae-a935b7064763
MA-NH65-SEG-0286,2025-04-26,mobile,277.2,68,78,7.1082,139.6,249,"[0.961, 0.751, 0.235, 0.587, 0.174, 0.402, 0.815, 0.724, 0.94, 1.136, 0.141, 0.141, 0.278, 0.522, 0.52, 1.039, 1.116, 0.902, 0.374, 0.858, 0.944, 0.073, 0.94, 0.165, 0.587, 0.599, 0.573, 0.381, 1.116, 1.03, 0.72, 0.677, 0.942, 0.338, 0.888, 1.191, 0.605, 0.3, 0.209, 0.607, 0.734, 0.656, 0.163, 0.374, 1.146, 0.918, 0.76, 1.044, 0.977, 0.081, 0.436, 1.023, 0.813, 0.529, 0.7, 0.122, 0.454, 0.06, 0.867, 0.161, 0.765, 0.594, 0.721, 0.571, 0.674, 0.352, 0.888, 0.434, 0.676, 0.426, 0.57, 0.147, 1.079, 0.241, 0.853, 0.749, 1.075, 0.586]",10.2,11.6,3.45,0.0371,aca5e4df-7e33-4a46-a2a4-b0f6817f9b86,aca5e4df-7e33-4a46-a2a4-b0f6817f9b86.laz,https://potree.example.com/viewer/aca5e4df-7e33-4a46-a2a4-b0f6817f9b86
MA-NH65-SEG-0287,2025-05-14,mobile,89.4,40,25,2.1851,131,245,"[0.789, 0.125, 0.969, 0.911, 0.971, 0.916, 0.389, 0.634, 0.821, 0.695, 0.651, 0.858, 0.478, 0.865, 0.448, 0.758, 1.104, 0.221, 0.851, 0.166, 0.997, 1.026, 0.555, 0.573, 0.248]",4.4,5.2,2.13,0.0315,cde75ed7-7616-47e1-8781-60009ea4d1d3,cde75ed7-7616-47e1-8781-60009ea4d1d3.laz,https://potree.example.com/viewer/cde75ed7-7616-47e1-8781-60009ea4d1d3
MA-NH65-SEG-0288,2025-10-06,phone,22.6,40,19,1.4486,122.7,229,"[0.524, 0.37, 0.153, 1.112, 0.238, 0.542, 0.758, 1.098, 0.092, 0.978, 0.825, 0.67, 0.888, 0.264, 0.192, 0.243, 0.61, 0.919, 0.447]",4.4,7.8,2.24,0.0085,2b4989b9-602f-4c21-8a4a-8d4bf4bb7e54,2b4989b9-602f-4c21-8a4a-8d4bf4bb7e54.laz,https://potree.example.com/viewer/2b4989b9-602f-4c21-8a4a-8d4bf4bb7e54
MA-NH48-SEG-0289,2025-05-05,drone,394.3,100,34,2.1404,121,247,"[0.556, 0.799, 0.366, 0.305, 0.596, 0.612, 0.179, 0.131, 0.78, 0.646, 0.745, 0.569, 0.727, 0.366, 0.527, 0.291, 0.06, 0.729, 0.174, 0.582, 1.058, 0.915, 0.224, 0.774, 1.146, 0.102, 0.112, 0.972, 0.502, 0.828, 0.709, 0.845, 0.207, 0.33]",7.1,11.3,2.45,0.0099,fb07201e-9218-4e60-bc72-0773d2ac1402,fb07201e-9218-4e60-bc72-0773d2ac1402.laz,https://potree.example.com/viewer/fb07201e-9218-4e60-bc72-0773d2ac1402
MA-SH60-SEG-0290,2025-04-21,mobile,119.6,40,37,3.0047,122.5,243,"[0.794, 1.003, 0.642, 0.922, 0.953, 1.07, 0.337, 1.122, 0.802, 0.861, 0.727, 1.147, 0.374, 0.088, 0.255, 0.293, 0.452, 1.108, 0.541, 0.631, 1.028, 0.257, 0.213, 0.189, 0.545, 0.183, 1.194, 1.042, 0.081, 0.548, 0.98, 0.163, 0.873, 0.79, 0.813, 0.393, 0.259]",15.2,20.4,2.55,0.0208,4d7b0288-1afe-4f1c-8c84-1a4a4dc3d694,4d7b0288-1afe-4f1c-8c84-1a4a4dc3d694.laz,https://potree.example.com/viewer/4d7b0288-1afe-4f1c-8c84-1a4a4dc3d694
MA-NH65-SEG-0291,2025-05-27,drone,542.6,100,39,2.3107,110.1,237,"[0.265, 0.82, 0.489, 1.103, 0.985, 0.441, 0.275, 0.939, 0.287, 0.218, 1.153, 0.416, 0.081, 0.268, 0.194, 0.752, 0.427, 1.073, 0.938, 1.117, 0.559, 0.3, 0.654, 0.698, 0.415, 0.368, 0.866, 0.756, 0.122, 0.699, 0.388, 0.202, 0.661, 0.502, 0.723, 0.726, 0.434, 0.059, 0.211]",16.4,19.1,2.75,0.0257,87c9e06d-633e-437a-ae5b-347d2739c605,87c9e06d-633e-437a-ae5b-347d2739c605.laz,https://potree.example.com/viewer/87c9e06d-633e-437a-ae5b-347d2739c605
MA-NH65-SEG-0292,2025-04-05,drone,278.2,62,20,1.3516,133,234,"[0.456, 0.687, 0.521, 0.743, 0.342, 0.519, 1.003, 0.202, 0.623, 1.014, 0.281, 0.504, 1.029, 0.66, 0.052, 0.148, 0.186, 0.323, 0.814, 1.176]",12.9,21.2,2.91,0.0091,3e49e903-7e85-4ab1-a41f-3f225228520f,3e49e903-7e85-4ab1-a41f-3f225228520f.laz,https://potree.example.com/viewer/3e49e903-7e85-4ab1-a41f-3f225228520f
MA-NH48-SEG-0293,2025-03-29,phone,16.1,40,161,12.6308,128.9,246,"[1.14, 0.885, 0.787, 0.679, 0.061, 0.41, 0.446, 0.322, 1.134, 1.173, 0.599, 0.974, 1.112, 0.674, 1.003, 0.201, 0.803, 0.13, 0.577, 1.125, 0.074, 1.038, 0.726, 0.165, 0.177, 0.563, 0.961, 0.729, 1.042, 0.096, 0.923, 0.944, 0.999, 0.254, 0.208, 1.146, 1.034, 0.938, 0.713, 0.33, 0.061, 0.35, 0.5, 0.354, 1.196, 0.602, 1.156, 0.693, 0.455, 0.725, 0.483, 0.705, 0.586, 0.972, 0.446, 0.201, 0.126, 0.644, 0.612, 0.951, 0.905, 0.286, 0.07, 0.669, 0.686, 0.785, 0.75, 1.053, 0.505, 0.245, 0.96, 0.8, 0.982, 1.114, 0.942, 1.189, 1.164, 0.949, 0.967, 0.294, 0.173, 0.156, 0.294, 0.356, 1.192, 0.316, 0.731, 0.224, 0.499, 0.93, 0.79, 1.081, 0.504, 1.05, 0.363, 0.365, 0.419, 0.886, 0.79, 0.417, 1.158, 1.134, 0.735, 0.804, 1.102, 0.366, 1.191, 0.871, 0.083, 0.44, 1.123, 0.546, 0.094, 0.504, 0.188, 1.193, 0.35, 0.605, 0.556, 0.712, 0.276, 0.525, 0.738, 0.638, 0.108, 0.1, 0.749, 0.243, 0.058, 0.595, 1.002, 0.931, 0.123, 0.427, 0.278, 0.079, 1.014, 0.773, 0.222, 0.122, 0.914, 0.114, 0.135, 0.183, 0.628, 0.974, 0.093, 0.85, 0.161, 0.49, 0.121, 0.491, 0.632, 0.262, 0.246, 0.658, 0.339, 1.053, 1.106, 0.2, 0.177]",9.9,17.3,2.42,0.0416,64629276-52a1-4b24-8b5e-8fb1e0331965,64629276-52a1-4b24-8b5e-8fb1e0331965.laz,https://potree.example.com/viewer/64629276-52a1-4b24-8b5e-8fb1e0331965
MA-NH160-SEG-0294,2025-07-16,mobile,197,59,35,3.0782,126.4,240,"[0.473, 0.663, 0.579, 0.064, 0.56, 0.852, 0.668, 0.66, 0.91, 0.398, 1.026, 0.402, 0.145, 1.007, 0.32, 1.059, 0.124, 1.172, 0.167, 1.011, 0.39, 0.316, 0.767, 0.634, 1.089, 0.698, 0.705, 0.732, 0.968, 1.147, 1.068, 0.546, 0.322, 0.417, 0.203]",10.9,18.2,3.35,0.0159,12c9ef3a-fa74-467f-9e7a-30e6ecb397d5,12c9ef3a-fa74-467f-9e7a-30e6ecb397d5.laz,https://potree.example.com/viewer/12c9ef3a-fa74-467f-9e7a-30e6ecb397d5
MA-SH50-SEG-0295,2025-05-29,drone,162.3,46,45,3.605,130.5,244,"[0.764, 0.826, 0.575, 1.066, 0.768, 1.028, 0.443, 0.105, 0.315, 0.602, 0.639, 1.061, 1.032, 0.26, 0.39, 0.232, 0.866, 0.641, 0.325, 0.772, 0.171, 0.255, 0.594, 0.312, 0.066, 1.164, 1.042, 0.148, 0.615, 0.428, 1.076, 0.825, 1.133, 0.24, 1.133, 0.572, 1.143, 0.106, 0.148, 0.087, 1.175, 0.347, 0.49, 0.668, 0.675]",16.5,20.9,2.98,0.0145,f50da7ad-11af-4813-a32e-b9875e5492e8,f50da7ad-11af-4813-a32e-b9875e5492e8.laz,https://potree.example.com/viewer/f50da7ad-11af-4813-a32e-b9875e5492e8
MA-NH48-SEG-0296,2025-11-25,mobile,269.5,69,21,2.2078,125.7,250,"[0.795, 1.141, 0.066, 1.149, 0.952, 1.13, 0.75, 0.509, 0.676, 0.444, 1.152, 0.867, 0.659, 0.621, 0.065, 0.565, 0.334, 0.938, 0.982, 0.543, 1.14]",7.2,11.6,2.42,0.0153,a4403348-3a02-464c-9818-9f2359623411,a4403348-3a02-464c-9818-9f2359623411.laz,https://potree.example.com/viewer/a4403348-3a02-464c-9818-9f2359623411
MA-NH160-SEG-0297,2025-07-06,mobile,233.1,61,19,1.6506,113.1,227,"[0.775, 0.149, 0.842, 1.104, 1.079, 1.184, 0.827, 0.753, 0.333, 1.008, 0.747, 1.011, 0.793, 0.892, 0.384, 0.552, 0.619, 1.166, 0.444]",6.1,7.6,1.78,0.0142,9abc812d-7cb1-4df8-9198-6d56e3ede704,9abc812d-7cb1-4df8-9198-6d56e3ede704.laz,https://potree.example.com/viewer/9abc812d-7cb1-4df8-9198-6d56e3ede704
MA-NH65-SEG-0298,2025-07-22,mobile,180.2,40,3,0.363,150.3,175,"[0.743, 1.082, 0.577]",2.3,3.5,2.34,0.0024,6b5a4e4e-38eb-4f1e-94f3-9155a1834952,6b5a4e4e-38eb-4f1e-94f3-9155a1834952.laz,https://potree.example.com/viewer/6b5a4e4e-38eb-4f1e-94f3-9155a1834952
MA-SH60-SEG-0299,2025-10-09,mobile,267.1,70,60,4.6793,141.1,248,"[0.789, 0.37, 0.415, 0.388, 0.094, 1.103, 0.305, 1.034, 1.187, 1.196, 0.581, 0.733, 0.95, 0.461, 0.465, 0.457, 0.355, 0.243, 0.75, 0.695, 0.981, 0.218, 0.967, 0.429, 0.096, 0.183, 1.059, 0.569, 0.974, 0.378, 0.119, 0.878, 0.622, 0.354, 0.08, 0.468, 0.324, 0.943, 0.376, 0.985, 0.138, 1.065, 0.669, 1.009, 0.313, 0.151, 0.795, 0.523, 0.289, 0.622, 0.784, 0.056, 0.174, 0.702, 0.694, 0.087, 0.695, 0.231, 0.576, 0.448]",9.1,13.9,2.97,0.0323,b79072e6-ed1a-45c4-90af-5c37c8b64e73,b79072e6-ed1a-45c4-90af-5c37c8b64e73.laz,https://potree.example.com/viewer/b79072e6-ed1a-45c4-90af-5c37c8b64e73
MA-NH160-SEG-0300,2025-12-20,mobile,113.8,40,90,6.7849,127.9,248,"[0.902, 0.58, 0.222, 1.149, 1.195, 0.471, 0.095, 0.653, 1.124, 0.995, 0.942, 1.004, 1.023, 0.3, 0.051, 0.199, 0.85, 0.277, 0.557, 1.039, 0.837, 0.922, 0.979, 0.311, 0.101, 0.101, 1.174, 0.143, 0.292, 0.86, 1.066, 0.092, 0.318, 0.36, 0.821, 0.66, 0.198, 0.187, 0.665, 1.182, 0.436, 1.112, 0.251, 0.837, 0.678, 1.165, 0.071, 0.146, 0.4, 1.052, 1.197, 0.561, 0.437, 0.801, 0.959, 0.051, 0.054, 1.045, 0.526, 0.158, 0.476, 0.169, 0.977, 0.333, 0.324, 0.724, 0.385, 0.741, 0.319, 0.534, 0.653, 0.574, 0.398, 0.737, 0.499, 0.141, 0.79, 0.36, 1.148, 0.138, 0.856, 0.378, 0.697, 0.283, 0.778, 0.182, 1.024, 1.18, 0.427, 0.32]",6.4,7.8,2.59,0.0303,2bf1d021-8bff-415c-abd3-5e7d3256ed33,2bf1d021-8bff-415c-abd3-5e7d3256ed33.laz,https://potree.example.com/viewer/2bf1d021-8bff-415c-abd3-5e7d3256ed33
MA-NH65-SEG-0301,2025-02-22,mobile,257.9,56,23,2.1261,144,243,"[0.487, 0.394, 1.044, 0.426, 1.04, 0.275, 0.42, 0.582, 1.161, 0.515, 0.53, 0.431, 0.391, 0.902, 0.812, 1.045, 1.194, 0.088, 0.829, 0.11, 0.338, 0.685, 1.11]",2.7,3.9,1.49,0.0072,ee02f35a-7137-4427-8ce5-b9733d74a8b4,ee02f35a-7137-4427-8ce5-b9733d74a8b4.laz,https://potree.example.com/viewer/ee02f35a-7137-4427-8ce5-b9733d74a8b4
MA-NH65-SEG-0302,2026-02-15,phone,13,40,1,0.0477,234,234,[0.204],1.6,2.1,3.44,0.0003,b914cf31-a4ef-4663-b080-20e7e81c6d81,b914cf31-a4ef-4663-b080-20e7e81c6d81.laz,https://potree.example.com/viewer/b914cf31-a4ef-4663-b080-20e7e81c6d81
MA-NH160-SEG-0303,2026-02-05,mobile,183.9,40,22,1.5744,124.6,248,"[0.315, 0.67, 0.084, 0.724, 0.768, 0.502, 0.279, 0.613, 1.015, 0.596, 1.02, 0.422, 0.288, 0.481, 0.772, 0.147, 0.332, 0.307, 0.43, 1.125, 0.372, 0.869]",11.5,18.4,3.07,0.0104,7d22c6b3-9091-47ce-910a-7f2c9473b0fa,7d22c6b3-9091-47ce-910a-7f2c9473b0fa.laz,https://potree.example.com/viewer/7d22c6b3-9091-47ce-910a-7f2c9473b0fa
MA-NH48-SEG-0304,2025-12-08,mobile,159.9,40,89,7.3526,125.2,248,"[0.958, 0.683, 0.847, 0.754, 0.781, 0.695, 0.41, 0.617, 1.09, 0.71, 0.74, 1.009, 0.576, 0.54, 0.604, 0.567, 0.056, 0.2, 1.073, 0.117, 0.476, 0.98, 0.067, 1.101, 0.362, 0.87, 0.705, 1.13, 0.725, 1.069, 0.95, 0.862, 0.076, 0.441, 0.15, 0.325, 0.187, 0.253, 0.926, 1.036, 0.996, 1.126, 0.952, 1.142, 0.811, 0.951, 1.048, 0.857, 0.299, 0.635, 0.652, 1.152, 0.243, 0.245, 0.908, 0.168, 0.758, 0.321, 0.394, 0.446, 0.669, 1.1, 0.584, 1.171, 0.726, 0.626, 0.642, 0.18, 1.159, 0.717, 1.077, 1.073, 0.448, 0.396, 0.35, 0.707, 0.661, 0.783, 1.023, 0.186, 0.256, 0.115, 0.442, 0.11, 0.949, 0.625, 0.667, 0.298, 1.108]",8.5,12.3,2.63,0.029,abb342c1-ac3c-4261-aafa-61771b0f065b,abb342c1-ac3c-4261-aafa-61771b0f065b.laz,https://potree.example.com/viewer/abb342c1-ac3c-4261-aafa-61771b0f065b
MA-SH50-SEG-0305,2025-05-07,mobile,219.3,54,71,5.8918,130.6,243,"[1.044, 0.154, 0.396, 0.557, 0.679, 0.649, 0.4, 1.111, 0.397, 0.653, 0.612, 0.637, 1.024, 0.368, 0.96, 0.072, 0.546, 1.072, 0.095, 0.277, 1.025, 0.3, 0.772, 0.584, 1.097, 0.123, 0.931, 1.151, 0.704, 1.131, 0.692, 0.656, 0.965, 0.568, 0.423, 0.928, 0.525, 1.076, 0.183, 0.275, 0.783, 0.816, 0.923, 0.139, 0.458, 0.627, 1.011, 0.202, 0.989, 0.117, 0.529, 0.854, 0.506, 0.729, 1.184, 0.383, 0.411, 0.687, 0.877, 0.494, 0.913, 0.711, 1.185, 0.236, 0.574, 0.366, 0.782, 0.38, 0.36, 0.184, 0.576]",7,11.6,3.02,0.0233,54914730-2c7d-446c-a752-ff231dd8c55d,54914730-2c7d-446c-a752-ff231dd8c55d.laz,https://potree.example.com/viewer/54914730-2c7d-446c-a752-ff231dd8c55d
MA-NH65-SEG-0306,2025-05-17,mobile,169.4,42,41,3.0744,131.7,250,"[0.41, 0.844, 0.662, 0.853, 1.128, 0.099, 0.866, 0.755, 0.4, 0.701, 0.257, 0.534, 0.541, 0.319, 1.195, 0.527, 0.67, 0.242, 0.314, 0.449, 0.144, 0.149, 0.27, 1.133, 0.907, 0.829, 0.351, 0.093, 0.757, 0.469, 0.953, 0.061, 0.323, 0.066, 1.1, 0.185, 0.425, 0.509, 1.055, 0.403, 0.983]",4.7,7.1,2.11,0.0104,889a0b6e-6ef8-4a80-a91f-05a0605b5761,889a0b6e-6ef8-4a80-a91f-05a0605b5761.laz,https://potree.example.com/viewer/889a0b6e-6ef8-4a80-a91f-05a0605b5761
MA-NH48-SEG-0307,2025-10-10,phone,32.5,40,3,0.1665,135.7,147,"[0.287, 0.548, 0.406]",1.8,1.8,2.43,0.0014,10fe8367-f729-45ee-ab4d-33f79fba77c3,10fe8367-f729-45ee-ab4d-33f79fba77c3.laz,https://potree.example.com/viewer/10fe8367-f729-45ee-ab4d-33f79fba77c3
