geojson_id,highway_ref,segment_number,condition,start_lat,start_lon,end_lat,end_lon,highway_type,oneway,lanes,maxspeed,road_id,name,segment_start_km,segment_end_km,jurisdiction,category,length_km,lane_count,surface_type,year_constructed,last_major_rehab_year,status,state,district,taluka,region_type,terrain_type,slope_category,monsoon_rainfall_category,landslide_prone,flood_prone,ghat_section_flag,tourism_route_flag,elevation_m,avg_daily_traffic,truck_percentage,peak_hour_traffic,traffic_weight,seasonal_variation
way/106481476,NH60,32,average,18.4772277,73.8569864,18.4813147,73.8571136,trunk,yes,2,60,MA-NH60-SEG-0152,NH60 Segment 152,198.8,222.9,State PWD,National,24.1,6,bitumen,2018,,active,Maharashtra,Pune,Bhor,urban_corridor,plain,moderate,medium,False,False,False,True,447.8,25966,10.5,3033,2.0,"{""M1"":0.98,""M2"":1.16,""M3"":1.01,""M4"":1.0,""M5"":1.15,""M6"":1.01,""M7"":0.88,""M8"":1.19,""M9"":0.97,""M10"":0.81,""M11"":1.14,""M12"":0.81}"
way/106751324,NH60,33,very_bad,18.6900997,73.8463323,18.6883966,73.8465247,trunk,yes,N/A,N/A,MA-NH60-SEG-0156,NH60 Segment 156,17.8,31.7,NHAI,Urban,13.9,4,concrete,2011,,under_construction,Maharashtra,Pune,Bhor,urban_corridor,plain,moderate,medium,False,False,False,True,387.5,25681,18.8,2285,2.0,"{""M1"":0.8,""M2"":1.04,""M3"":0.86,""M4"":0.96,""M5"":0.94,""M6"":0.91,""M7"":0.96,""M8"":1.1,""M9"":0.98,""M10"":1.02,""M11"":0.85,""M12"":0.88}"
way/106751327,NH60,34,good,18.7406784,73.8590661,18.696603,73.8477328,trunk,yes,N/A,N/A,MA-NH60-SEG-0160,NH60 Segment 160,82.6,97.4,NHAI,Urban,14.8,2,concrete,2019,,under_construction,Maharashtra,Solapur,Pandharpur,plateau,plain,flat,low,False,False,False,False,438.1,5287,18.3,504,1.0,"{""M1"":1.13,""M2"":0.86,""M3"":0.93,""M4"":0.98,""M5"":1.11,""M6"":1.13,""M7"":1.16,""M8"":0.86,""M9"":0.84,""M10"":1.11,""M11"":1.1,""M12"":0.95}"
way/116833074,NH60,35,good,20.0903191,73.9235446,20.0872114,73.9216338,trunk,yes,3,N/A,MA-NH60-SEG-0165,NH60 Segment 165,90.0,108.4,State PWD,Inter-State,18.4,6,earthen,1998,,active,Maharashtra,Raigad,Alibag,coastal,hilly,moderate,high,False,True,False,False,151.8,7719,15.0,737,1.0,"{""M1"":1.19,""M2"":1.05,""M3"":1.1,""M4"":0.91,""M5"":0.83,""M6"":0.89,""M7"":0.87,""M8"":1.07,""M9"":0.86,""M10"":0.93,""M11"":1.13,""M12"":0.84}"
way/123611988,NH60,36,good,18.3982103,73.857509,18.390431,73.8568193,trunk,no,2,50,MA-NH60-SEG-0166,NH60 Segment 166,77.4,84.0,State PWD,Urban,6.6,4,bitumen,2006,,active,Maharashtra,Nagpur,Hingna,plain,plain,flat,medium,False,False,False,False,520.2,4477,33.8,332,0.5,"{""M1"":1.02,""M2"":1.2,""M3"":0.93,""M4"":1.12,""M5"":1.15,""M6"":0.88,""M7"":1.16,""M8"":1.04,""M9"":0.86,""M10"":0.93,""M11"":0.92,""M12"":0.91}"
way/123611989,NH60,37,average,18.3840581,73.8557096,18.3895353,73.8564935,trunk,yes,2,50,MA-NH60-SEG-0168,NH60 Segment 168,194.0,214.3,State PWD,State,20.3,4,bitumen,2008,,active,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,True,False,True,True,874.0,10335,28.3,788,1.5,"{""M1"":0.85,""M2"":1.04,""M3"":1.03,""M4"":1.2,""M5"":1.02,""M6"":1.02,""M7"":0.96,""M8"":0.81,""M9"":1.07,""M10"":1.04,""M11"":0.87,""M12"":1.03}"
way/123611993,NH60,38,very_bad,18.390431,73.8568193,18.386045,73.8560403,trunk,yes,2,50,MA-NH60-SEG-0176,NH60 Segment 176,89.5,108.2,State PWD,Inter-State,18.7,6,concrete,2013,2017.0,under_construction,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,False,False,False,False,176.7,16789,39.4,1328,1.5,"{""M1"":1.1,""M2"":1.17,""M3"":1.07,""M4"":1.06,""M5"":1.15,""M6"":1.17,""M7"":1.12,""M8"":0.95,""M9"":0.91,""M10"":0.96,""M11"":0.9,""M12"":1.05}"
way/125858138,NH60,39,good,18.5743426,73.8364629,18.5738666,73.8366491,trunk,yes,2,60,MA-NH60-SEG-0186,NH60 Segment 186,75.6,97.8,PMGSY,Urban,22.2,4,bitumen,2009,,active,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,True,False,True,False,785.5,11416,29.3,842,1.5,"{""M1"":1.0,""M2"":0.86,""M3"":1.15,""M4"":0.86,""M5"":1.02,""M6"":1.0,""M7"":0.81,""M8"":1.14,""M9"":1.11,""M10"":1.05,""M11"":0.83,""M12"":1.2}"
way/125858140,NH60,40,average,18.576567,73.835642,18.5760826,73.8358169,trunk,yes,N/A,60,MA-NH60-SEG-0187,NH60 Segment 187,151.7,160.4,NHAI,Inter-State,8.7,6,bitumen,2018,2022.0,under_construction,Maharashtra,Dhule,Shirpur,plateau,plain,flat,low,False,False,False,False,29.9,6836,25.5,480,1.0,"{""M1"":1.15,""M2"":1.04,""M3"":0.86,""M4"":1.18,""M5"":0.81,""M6"":0.82,""M7"":1.03,""M8"":0.8,""M9"":0.98,""M10"":1.1,""M11"":0.84,""M12"":1.05}"
way/125863718,NH60,41,average,18.6030583,73.8256086,18.6016508,73.8264089,trunk,yes,2,60,MA-NH60-SEG-0190,NH60 Segment 190,152.5,158.2,PMGSY,National,5.7,6,concrete,2021,,under_construction,Maharashtra,Solapur,Pandharpur,plateau,plain,flat,low,False,False,False,True,12.5,3906,15.9,333,0.5,"{""M1"":1.04,""M2"":1.04,""M3"":1.05,""M4"":0.83,""M5"":1.18,""M6"":1.05,""M7"":0.95,""M8"":1.03,""M9"":0.9,""M10"":0.97,""M11"":1.07,""M12"":0.83}"
way/127056177,NH60,42,very_bad,18.604602,73.8242061,18.6050645,73.8237962,trunk,yes,2,N/A,MA-NH60-SEG-0193,NH60 Segment 193,113.8,138.2,State PWD,State,24.4,6,earthen,2021,2011.0,active,Maharashtra,Pune,Mulshi,urban_corridor,plain,moderate,medium,False,False,False,False,61.4,20306,21.0,1554,2.0,"{""M1"":0.86,""M2"":0.85,""M3"":1.13,""M4"":1.01,""M5"":1.03,""M6"":0.96,""M7"":0.84,""M8"":1.04,""M9"":1.11,""M10"":0.93,""M11"":0.82,""M12"":1.06}"
way/157372214,NH60,43,good,20.5770238,74.5688999,20.5805941,74.5792698,trunk,yes,N/A,N/A,MA-NH60-SEG-0196,NH60 Segment 196,152.9,174.3,Municipality,Urban,21.4,2,gravel,2001,2019.0,active,Maharashtra,Nashik,Sinnar,ghat,steep,steep,medium,True,False,True,True,633.4,8319,18.6,869,1.0,"{""M1"":1.18,""M2"":1.08,""M3"":0.83,""M4"":1.12,""M5"":0.87,""M6"":1.04,""M7"":0.94,""M8"":1.05,""M9"":1.1,""M10"":0.98,""M11"":1.1,""M12"":0.86}"
way/158852436,NH60,44,good,18.4870259,73.8573855,18.4919459,73.8575846,trunk,yes,2,60,MA-NH60-SEG-0200,NH60 Segment 200,141.5,147.0,State PWD,Urban,5.5,4,gravel,2005,,active,Maharashtra,Dhule,Dhule,plateau,plain,flat,low,False,False,False,False,238.8,2525,15.3,289,0.5,"{""M1"":0.98,""M2"":0.91,""M3"":1.12,""M4"":0.9,""M5"":1.19,""M6"":1.16,""M7"":1.07,""M8"":1.05,""M9"":0.83,""M10"":1.04,""M11"":0.99,""M12"":1.11}"
way/159889519,NH60,45,average,18.5164569,73.8538574,18.5185586,73.8545274,trunk,yes,2,N/A,MA-NH60-SEG-0208,NH60 Segment 208,102.0,113.8,NHAI,State,11.8,6,earthen,2003,2008.0,active,Maharashtra,Solapur,Pandharpur,plateau,plain,flat,low,False,False,False,True,108.0,3923,34.0,447,0.5,"{""M1"":1.13,""M2"":1.01,""M3"":0.8,""M4"":1.18,""M5"":1.12,""M6"":1.15,""M7"":0.94,""M8"":0.98,""M9"":1.18,""M10"":1.12,""M11"":1.18,""M12"":0.98}"
way/161054551,NH60,46,average,18.4480809,73.8586277,18.4472678,73.8588971,trunk,yes,N/A,50,MA-NH60-SEG-0216,NH60 Segment 216,7.6,30.4,PMGSY,Inter-State,22.8,2,bitumen,2005,2015.0,active,Maharashtra,Nagpur,Kamptee,plain,plain,flat,medium,False,False,False,False,152.0,5825,36.3,350,1.0,"{""M1"":1.17,""M2"":1.04,""M3"":0.98,""M4"":1.0,""M5"":1.05,""M6"":1.14,""M7"":1.14,""M8"":1.06,""M9"":0.98,""M10"":1.11,""M11"":1.18,""M12"":0.93}"
way/170318602,NH60,47,very_bad,18.516866,73.8562542,18.5156694,73.8562866,trunk,yes,2,N/A,MA-NH60-SEG-0217,NH60 Segment 217,98.6,120.1,PMGSY,Inter-State,21.5,6,earthen,2019,,active,Maharashtra,Pune,Bhor,urban_corridor,plain,moderate,medium,False,False,False,True,514.3,26448,15.0,2659,2.0,"{""M1"":1.19,""M2"":0.97,""M3"":0.84,""M4"":1.06,""M5"":0.98,""M6"":0.93,""M7"":0.98,""M8"":1.12,""M9"":0.97,""M10"":0.91,""M11"":0.88,""M12"":0.98}"
way/173045977,NH60,48,average,18.5297022,73.8513813,18.529202,73.8525373,trunk,yes,2,N/A,MA-NH60-SEG-0220,NH60 Segment 220,2.0,17.2,Municipality,National,15.2,4,gravel,2017,,active,Maharashtra,Solapur,Pandharpur,plateau,plain,flat,low,False,False,False,False,282.7,4683,38.6,296,0.5,"{""M1"":1.12,""M2"":1.19,""M3"":1.07,""M4"":0.94,""M5"":1.03,""M6"":0.92,""M7"":1.06,""M8"":1.14,""M9"":0.97,""M10"":0.81,""M11"":1.15,""M12"":0.95}"
way/195712757,NH60,49,average,18.5293921,73.8530366,18.5291657,73.8526879,trunk,yes,3,N/A,MA-NH60-SEG-0221,NH60 Segment 221,183.7,192.7,PMGSY,Urban,9.0,4,earthen,1999,,active,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,True,False,True,False,728.7,9913,15.1,946,1.0,"{""M1"":0.83,""M2"":1.05,""M3"":0.84,""M4"":1.01,""M5"":0.86,""M6"":1.08,""M7"":0.82,""M8"":0.95,""M9"":1.0,""M10"":0.86,""M11"":0.86,""M12"":0.95}"
way/196112322,NH60,50,good,19.1836019,74.0968474,19.1851702,74.0994196,primary,no,N/A,N/A,MA-NH60-SEG-0228,NH60 Segment 228,100.7,106.8,State PWD,National,6.1,2,gravel,2017,2022.0,under_construction,Maharashtra,Sindhudurg,Malvan,coastal,hilly,moderate,high,False,True,False,True,439.7,6911,15.1,826,1.0,"{""M1"":0.96,""M2"":1.03,""M3"":1.03,""M4"":0.99,""M5"":1.04,""M6"":1.09,""M7"":1.03,""M8"":1.09,""M9"":0.88,""M10"":1.15,""M11"":0.89,""M12"":0.83}"
way/206994685,NH60,51,good,18.5295113,73.8530058,18.5298152,73.853494,trunk,yes,2,N/A,MA-NH60-SEG-0231,NH60 Segment 231,39.9,55.1,PMGSY,National,15.2,2,gravel,2012,2012.0,active,Maharashtra,Dhule,Dhule,plateau,plain,flat,low,False,False,False,False,141.5,7975,43.9,518,1.0,"{""M1"":0.83,""M2"":0.98,""M3"":0.89,""M4"":1.06,""M5"":1.17,""M6"":1.09,""M7"":0.8,""M8"":1.06,""M9"":0.96,""M10"":0.84,""M11"":0.97,""M12"":1.18}"
way/206994687,NH60,52,good,18.5302834,73.8547819,18.5302656,73.8551033,trunk,yes,N/A,N/A,MA-NH60-SEG-0241,NH60 Segment 241,102.5,121.4,State PWD,National,18.9,4,earthen,2013,,active,Maharashtra,Dhule,Sakri,plateau,plain,flat,low,False,False,False,True,375.4,6233,13.7,469,1.0,"{""M1"":1.03,""M2"":1.02,""M3"":0.82,""M4"":1.03,""M5"":1.18,""M6"":0.87,""M7"":1.12,""M8"":0.85,""M9"":0.86,""M10"":0.96,""M11"":1.01,""M12"":1.0}"
way/208004773,NH60,53,good,18.5490768,73.8511605,18.542596,73.8516224,trunk,yes,3,40,MA-NH60-SEG-0243,NH60 Segment 243,137.8,159.8,PMGSY,State,22.0,2,bitumen,2006,,under_construction,Maharashtra,Nashik,Igatpuri,ghat,steep,steep,medium,True,False,True,False,1161.4,11131,22.2,934,1.5,"{""M1"":1.19,""M2"":0.84,""M3"":0.89,""M4"":0.85,""M5"":1.11,""M6"":0.82,""M7"":0.86,""M8"":0.99,""M9"":0.97,""M10"":0.91,""M11"":1.05,""M12"":0.92}"
way/208089925,NH60,54,average,18.5026015,73.8538229,18.5037682,73.853689,trunk,yes,4,N/A,MA-NH60-SEG-0244,NH60 Segment 244,10.1,16.9,Municipality,Inter-State,6.8,2,concrete,2003,2017.0,under_construction,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,False,False,False,True,524.9,28325,35.2,2928,2.0,"{""M1"":1.17,""M2"":1.2,""M3"":1.13,""M4"":0.94,""M5"":1.08,""M6"":1.12,""M7"":0.92,""M8"":1.02,""M9"":0.88,""M10"":0.89,""M11"":1.16,""M12"":0.99}"
way/208089944,NH60,55,good,18.5037682,73.853689,18.5041235,73.8537065,trunk,yes,4,N/A,MA-NH60-SEG-0247,NH60 Segment 247,130.2,139.2,Municipality,National,9.0,6,gravel,2002,2010.0,under_construction,Maharashtra,Dhule,Shirpur,plateau,plain,flat,low,False,False,False,True,300.7,3802,14.8,308,0.5,"{""M1"":0.89,""M2"":1.02,""M3"":1.15,""M4"":0.86,""M5"":1.11,""M6"":1.01,""M7"":1.05,""M8"":1.09,""M9"":1.12,""M10"":1.08,""M11"":0.83,""M12"":0.95}"
way/208089946,NH60,56,very_bad,18.504011,73.8536161,18.5044604,73.8536228,trunk,yes,4,N/A,MA-NH60-SEG-0252,NH60 Segment 252,76.9,84.8,PMGSY,Inter-State,7.9,4,bitumen,2012,,under_construction,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,True,False,True,False,1106.1,10845,33.8,923,1.5,"{""M1"":1.03,""M2"":1.04,""M3"":1.02,""M4"":0.89,""M5"":0.99,""M6"":1.13,""M7"":1.17,""M8"":0.95,""M9"":0.92,""M10"":0.92,""M11"":0.83,""M12"":1.08}"
way/208089948,NH60,57,average,18.5016894,73.8539688,18.5026015,73.8538229,trunk,yes,2,N/A,MA-NH60-SEG-0254,NH60 Segment 254,104.3,121.4,Municipality,Inter-State,17.1,6,bitumen,2019,,under_construction,Maharashtra,Satara,Patan,ghat,steep,steep,high,True,False,True,True,802.3,5398,33.0,490,1.0,"{""M1"":1.14,""M2"":1.16,""M3"":0.9,""M4"":1.1,""M5"":1.14,""M6"":1.19,""M7"":0.82,""M8"":0.86,""M9"":0.91,""M10"":1.09,""M11"":0.81,""M12"":0.86}"
way/208242474,NH60,58,very_bad,18.5490935,73.851024,18.5492794,73.8509341,trunk,yes,3,60,MA-NH60-SEG-0256,NH60 Segment 256,101.8,115.9,PMGSY,Inter-State,14.1,4,earthen,2014,2010.0,under_construction,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,True,False,True,False,634.2,4205,10.5,284,0.5,"{""M1"":1.14,""M2"":0.85,""M3"":0.96,""M4"":0.88,""M5"":1.04,""M6"":1.19,""M7"":1.13,""M8"":0.8,""M9"":1.2,""M10"":1.12,""M11"":1.07,""M12"":0.85}"
way/210757924,NH60,59,good,18.5742928,73.8363157,18.5764888,73.8354883,trunk,yes,N/A,60,MA-NH60-SEG-0258,NH60 Segment 258,142.3,158.4,PMGSY,State,16.1,4,gravel,2000,2020.0,active,Maharashtra,Nagpur,Kamptee,plain,plain,flat,medium,False,False,False,True,124.8,7150,28.8,753,1.0,"{""M1"":1.16,""M2"":1.11,""M3"":1.14,""M4"":0.98,""M5"":0.97,""M6"":0.86,""M7"":1.01,""M8"":0.87,""M9"":0.92,""M10"":0.86,""M11"":1.01,""M12"":1.15}"
way/210757925,NH60,60,good,18.571401,73.837388,18.571842,73.8372255,trunk,yes,4,60,MA-NH60-SEG-0261,NH60 Segment 261,25.2,44.9,Municipality,Inter-State,19.7,6,concrete,2008,,under_construction,Maharashtra,Kolhapur,Panhala,ghat,steep,steep,high,True,False,True,False,683.6,7806,13.4,860,1.0,"{""M1"":0.93,""M2"":1.08,""M3"":1.18,""M4"":0.86,""M5"":1.1,""M6"":0.89,""M7"":0.97,""M8"":1.0,""M9"":1.05,""M10"":1.05,""M11"":1.14,""M12"":0.9}"
way/210757931,NH60,61,very_bad,18.5501548,73.8505742,18.5574397,73.8465231,trunk,yes,3,60,MA-NH60-SEG-0273,NH60 Segment 273,6.8,18.7,PMGSY,Inter-State,11.9,4,bitumen,2020,2020.0,active,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,True,False,True,False,866.7,6499,37.3,712,1.0,"{""M1"":1.03,""M2"":1.17,""M3"":0.96,""M4"":1.2,""M5"":0.87,""M6"":1.0,""M7"":0.86,""M8"":0.87,""M9"":1.04,""M10"":1.04,""M11"":1.1,""M12"":0.98}"
way/210757935,NH60,62,very_bad,18.5576296,73.8464611,18.5518788,73.8497003,trunk,yes,3,60,MA-NH60-SEG-0276,NH60 Segment 276,36.4,54.3,NHAI,Inter-State,17.9,2,bitumen,2009,,under_construction,Maharashtra,Satara,Karad,ghat,steep,steep,high,True,False,True,False,867.3,9905,13.9,1167,1.0,"{""M1"":1.17,""M2"":1.08,""M3"":0.86,""M4"":0.93,""M5"":0.84,""M6"":1.18,""M7"":0.95,""M8"":1.2,""M9"":0.82,""M10"":0.83,""M11"":0.88,""M12"":0.83}"
way/210757941,NH60,63,good,18.5973725,73.8283636,18.5962841,73.8288616,trunk,yes,2,60,MA-NH60-SEG-0284,NH60 Segment 284,134.7,151.6,NHAI,Urban,16.9,2,earthen,2020,,active,Maharashtra,Satara,Mahabaleshwar,ghat,steep,steep,high,True,False,True,True,741.0,9494,21.6,918,1.0,"{""M1"":1.09,""M2"":0.89,""M3"":1.17,""M4"":0.98,""M5"":0.98,""M6"":1.11,""M7"":1.09,""M8"":0.98,""M9"":0.97,""M10"":1.14,""M11"":0.95,""M12"":0.86}"
way/210757947,NH60,64,very_bad,18.5574397,73.8465231,18.5629281,73.8415044,trunk,yes,2,60,MA-NH60-SEG-0308,NH60 Segment 308,79.4,87.1,PMGSY,State,7.7,4,bitumen,2019,,active,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,False,False,False,True,310.7,16500,19.2,1503,1.5,"{""M1"":0.97,""M2"":1.02,""M3"":0.8,""M4"":0.92,""M5"":1.0,""M6"":0.9,""M7"":0.91,""M8"":1.13,""M9"":0.82,""M10"":0.99,""M11"":1.18,""M12"":1.01}"
way/210757952,NH60,65,average,18.5616933,73.8424168,18.5576296,73.8464611,trunk,yes,2,60,MA-NH60-SEG-0311,NH60 Segment 311,0.1,25.1,State PWD,National,25.0,6,earthen,2005,,under_construction,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,True,False,True,True,994.6,11761,40.5,842,1.5,"{""M1"":1.07,""M2"":1.11,""M3"":1.1,""M4"":1.01,""M5"":1.2,""M6"":0.99,""M7"":1.02,""M8"":1.06,""M9"":1.06,""M10"":1.16,""M11"":0.8,""M12"":0.85}"
way/210757957,NH60,66,average,18.5764888,73.8354883,18.5766678,73.835432,trunk,yes,2,60,MA-NH60-SEG-0326,NH60 Segment 326,144.2,154.0,State PWD,Urban,9.8,6,bitumen,2016,2008.0,active,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,False,False,False,False,187.4,15169,18.1,1150,1.5,"{""M1"":1.13,""M2"":0.98,""M3"":1.13,""M4"":1.04,""M5"":0.87,""M6"":1.08,""M7"":1.11,""M8"":0.8,""M9"":0.87,""M10"":1.09,""M11"":0.85,""M12"":0.92}"
way/210757961,NH60,67,average,18.571842,73.8372255,18.5742928,73.8363157,trunk,yes,2,60,MA-NH60-SEG-0339,NH60 Segment 339,42.0,50.3,State PWD,Inter-State,8.3,6,earthen,2008,2022.0,active,Maharashtra,Nagpur,Umred,plain,plain,flat,medium,False,False,False,True,381.5,2463,26.7,170,0.5,"{""M1"":0.83,""M2"":1.09,""M3"":1.19,""M4"":1.0,""M5"":0.85,""M6"":1.05,""M7"":1.03,""M8"":1.1,""M9"":1.04,""M10"":0.83,""M11"":0.89,""M12"":0.89}"
way/210788741,NH60,68,good,18.587468,73.8328404,18.5869831,73.832981,trunk,yes,N/A,60,MA-NH60-SEG-0344,NH60 Segment 344,93.4,100.0,PMGSY,National,6.6,6,gravel,2010,2020.0,under_construction,Maharashtra,Pune,Mulshi,urban_corridor,plain,moderate,medium,False,False,False,False,16.7,17450,26.3,1132,1.5,"{""M1"":0.81,""M2"":0.9,""M3"":0.82,""M4"":0.99,""M5"":1.06,""M6"":1.06,""M7"":1.18,""M8"":0.82,""M9"":0.94,""M10"":1.13,""M11"":0.91,""M12"":1.19}"
way/210788749,NH60,69,average,18.5947875,73.829438,18.5960986,73.8288381,trunk,yes,2,60,MA-NH60-SEG-0345,NH60 Segment 345,132.1,145.0,NHAI,National,12.9,4,earthen,2001,,active,Maharashtra,Raigad,Shrivardhan,coastal,hilly,moderate,high,False,True,False,True,27.6,13648,43.5,1517,1.5,"{""M1"":1.03,""M2"":1.08,""M3"":0.98,""M4"":0.87,""M5"":1.19,""M6"":1.01,""M7"":0.99,""M8"":1.08,""M9"":1.07,""M10"":0.82,""M11"":0.91,""M12"":1.04}"
way/210788753,NH60,70,good,18.5894359,73.8319948,18.5892904,73.8320692,trunk,yes,2,60,MA-NH60-SEG-0353,NH60 Segment 353,2.9,18.9,Municipality,National,16.0,6,gravel,2009,,under_construction,Maharashtra,Dhule,Shirpur,plateau,plain,flat,low,False,False,False,True,298.5,5557,10.3,385,1.0,"{""M1"":0.81,""M2"":1.02,""M3"":0.89,""M4"":1.12,""M5"":1.08,""M6"":1.01,""M7"":0.93,""M8"":0.96,""M9"":0.8,""M10"":1.08,""M11"":0.87,""M12"":0.99}"
way/210788759,NH60,71,good,18.5892254,73.8319707,18.589387,73.8318973,trunk,yes,2,60,MA-NH60-SEG-0361,NH60 Segment 361,177.3,185.6,PMGSY,State,8.3,2,earthen,2018,2014.0,active,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,True,False,True,False,671.0,9482,25.6,832,1.0,"{""M1"":0.89,""M2"":1.09,""M3"":0.96,""M4"":0.84,""M5"":0.98,""M6"":0.81,""M7"":0.97,""M8"":0.87,""M9"":1.11,""M10"":1.04,""M11"":0.81,""M12"":0.82}"
way/210788763,NH60,72,average,18.5962507,73.8287685,18.597335,73.8282724,trunk,yes,2,60,MA-NH60-SEG-0363,NH60 Segment 363,185.9,208.6,Municipality,Urban,22.7,2,bitumen,2009,2019.0,active,Maharashtra,Kolhapur,Panhala,ghat,steep,steep,high,True,False,True,True,1037.6,11254,23.4,1078,1.5,"{""M1"":0.81,""M2"":1.03,""M3"":1.14,""M4"":1.03,""M5"":1.09,""M6"":0.98,""M7"":1.12,""M8"":1.0,""M9"":0.86,""M10"":1.0,""M11"":1.03,""M12"":0.93}"
way/210788767,NH60,73,good,18.5962841,73.8288616,18.5961348,73.82893,trunk,yes,2,60,MA-NH60-SEG-0373,NH60 Segment 373,198.0,210.2,Municipality,National,12.2,2,earthen,2000,,under_construction,Maharashtra,Solapur,Barshi,plateau,plain,flat,low,False,False,False,True,163.6,6683,10.2,717,1.0,"{""M1"":0.93,""M2"":1.1,""M3"":1.18,""M4"":1.19,""M5"":1.09,""M6"":0.9,""M7"":1.04,""M8"":0.94,""M9"":1.11,""M10"":1.11,""M11"":1.04,""M12"":0.85}"
way/210788770,NH60,74,average,18.5961348,73.82893,18.5948247,73.8295294,trunk,yes,2,60,MA-NH60-SEG-0382,NH60 Segment 382,50.9,55.9,PMGSY,State,5.0,2,concrete,2022,,under_construction,Maharashtra,Nagpur,Umred,plain,plain,flat,medium,False,False,False,False,212.4,7442,26.2,883,1.0,"{""M1"":1.18,""M2"":1.08,""M3"":1.04,""M4"":0.9,""M5"":0.96,""M6"":1.05,""M7"":0.95,""M8"":1.07,""M9"":1.08,""M10"":1.0,""M11"":1.06,""M12"":1.06}"
way/210788777,NH60,75,average,18.5960986,73.8288381,18.5962507,73.8287685,trunk,yes,2,60,MA-NH60-SEG-0389,NH60 Segment 389,166.5,187.5,PMGSY,Urban,21.0,6,earthen,2017,2022.0,active,Maharashtra,Dhule,Shirpur,plateau,plain,flat,low,False,False,False,True,260.4,4984,19.7,420,0.5,"{""M1"":0.82,""M2"":1.19,""M3"":0.95,""M4"":0.83,""M5"":0.81,""M6"":0.86,""M7"":1.03,""M8"":0.83,""M9"":1.04,""M10"":1.01,""M11"":0.9,""M12"":1.17}"
way/210788781,NH60,76,good,18.5906781,73.8314151,18.5894359,73.8319948,trunk,yes,2,60,MA-NH60-SEG-0391,NH60 Segment 391,49.0,63.2,NHAI,National,14.2,6,earthen,2020,2017.0,under_construction,Maharashtra,Dhule,Sakri,plateau,plain,flat,low,False,False,False,True,216.1,3940,32.6,460,0.5,"{""M1"":0.82,""M2"":0.91,""M3"":1.12,""M4"":0.97,""M5"":1.07,""M6"":1.05,""M7"":1.0,""M8"":1.2,""M9"":1.06,""M10"":0.94,""M11"":0.85,""M12"":1.03}"
way/210788785,NH60,77,very_bad,18.589387,73.8318973,18.5906388,73.8313264,trunk,yes,2,60,MA-NH60-SEG-0397,NH60 Segment 397,7.9,32.0,NHAI,Inter-State,24.1,4,concrete,2017,2009.0,under_construction,Maharashtra,Dhule,Shirpur,plateau,plain,flat,low,False,False,False,False,160.3,6714,28.1,575,1.0,"{""M1"":1.15,""M2"":1.02,""M3"":1.18,""M4"":1.16,""M5"":1.17,""M6"":1.03,""M7"":1.18,""M8"":0.89,""M9"":0.84,""M10"":1.03,""M11"":0.9,""M12"":0.88}"
way/210788790,NH60,78,average,18.6050645,73.8237962,18.6071076,73.822087,trunk,yes,3,40,MA-NH60-SEG-0400,NH60 Segment 400,118.6,139.2,State PWD,Urban,20.6,6,earthen,2016,,active,Maharashtra,Solapur,Mangalwedha,plateau,plain,flat,low,False,False,False,True,292.1,4012,41.3,395,0.5,"{""M1"":1.14,""M2"":1.08,""M3"":1.07,""M4"":0.98,""M5"":0.84,""M6"":0.89,""M7"":1.12,""M8"":1.16,""M9"":0.85,""M10"":0.86,""M11"":1.13,""M12"":0.86}"
way/210788793,NH60,79,good,18.606945,73.8224317,18.6051465,73.823977,trunk,yes,N/A,40,MA-NH60-SEG-0404,NH60 Segment 404,25.7,38.1,State PWD,Urban,12.4,2,bitumen,2019,,active,Maharashtra,Dhule,Sakri,plateau,plain,flat,low,False,False,False,False,269.8,3306,32.0,260,0.5,"{""M1"":0.86,""M2"":0.98,""M3"":1.01,""M4"":1.17,""M5"":0.86,""M6"":1.02,""M7"":0.98,""M8"":0.8,""M9"":1.17,""M10"":0.82,""M11"":1.06,""M12"":0.97}"
way/210788797,NH60,80,good,18.5920172,73.8306946,18.5947875,73.829438,trunk,yes,2,60,MA-NH60-SEG-0417,NH60 Segment 417,20.3,32.6,NHAI,Urban,12.3,4,earthen,2022,2011.0,under_construction,Maharashtra,Nagpur,Kamptee,plain,plain,flat,medium,False,False,False,False,80.4,5903,24.2,362,1.0,"{""M1"":1.03,""M2"":0.98,""M3"":1.19,""M4"":0.98,""M5"":1.01,""M6"":0.96,""M7"":0.88,""M8"":0.94,""M9"":0.93,""M10"":1.07,""M11"":0.98,""M12"":0.93}"
